id,hours,start,duration
0,92,0,9
1,300,0,30
2,1050,0,105
3,118,0,11
4,63,0,6
5,194,0,19
6,57,0,5
7,50,0,5
8,291,0,29
9,200,0,20
10,57,0,5
11,69,0,6
12,73,0,7
13,258,0,25
14,154,5,15
15,558,0,55
16,117,0,11
17,51,0,5
18,738,0,73
19,256,73,25
20,166,0,16
21,570,0,57
22,879,57,87
23,54,0,5
24,50,0,5
25,60,0,6
26,178,0,17
27,123,0,12
28,388,0,38
29,369,38,36
30,585,30,58
31,203,0,20
32,86,0,8
33,84,0,8
34,50,8,5
35,59,0,5
36,120,0,12
37,456,0,45
38,318,45,31
39,350,0,35
40,62,6,6
41,61,6,6
42,763,0,76
43,54,0,5
44,50,0,5
45,50,0,5
46,50,5,5
47,105,0,10
48,351,22,35
49,149,0,14
50,65,0,6
51,210,0,21
52,189,21,18
53,50,0,5
54,65,0,6
55,94,0,9
56,190,9,19
57,111,0,11
58,588,0,58
59,741,58,74
60,442,88,44
61,50,58,5
62,65,5,6
63,440,11,44
64,111,11,11
65,397,11,39
66,50,0,5
67,138,0,13
68,217,5,21
69,1348,0,134
70,213,0,21
71,202,11,20
72,186,31,18
73,477,12,47
74,63,99,6
75,165,105,16
76,104,16,10
77,245,0,24
78,468,0,46
79,598,0,59
80,252,5,25
81,51,0,5
82,132,59,13
83,55,76,5
84,50,81,5
85,58,76,5
86,189,30,18
87,63,48,6
88,52,48,5
89,88,30,8
90,67,30,6
91,63,0,6
92,421,0,42
93,608,0,60
94,146,0,14
95,50,0,5
96,64,88,6
97,88,0,8
98,76,0,7
99,225,12,22
100,59,89,5
101,54,94,5
102,281,0,28
103,51,28,5
104,54,0,5
105,53,76,5
106,82,81,8
107,107,0,10
108,50,0,5
109,56,74,5
110,211,0,21
111,513,0,51
112,476,51,47
113,51,81,5
114,669,0,66
115,59,28,5
116,710,0,71
117,138,0,13
118,106,94,10
119,441,13,44
120,65,0,6
121,52,0,5
122,54,57,5
123,50,0,5
124,67,88,6
125,164,94,16
126,198,59,19
127,228,0,22
128,53,28,5
129,69,28,6
130,159,34,15
131,50,33,5
132,296,33,29
133,563,0,56
134,118,45,11
135,378,56,37
136,77,93,7
137,50,0,5
138,55,5,5
139,231,10,23
140,184,104,18
141,56,10,5
142,274,122,27
143,360,149,36
144,614,124,61
145,215,0,21
146,314,0,31
147,592,0,59
148,58,59,5
149,361,0,36
150,122,31,12
151,97,43,9
152,50,52,5
153,194,89,19
154,148,0,14
155,159,94,15
156,152,94,15
157,52,8,5
158,53,86,5
159,53,0,5
160,93,122,9
161,604,131,60
162,50,191,5
163,52,89,5
164,52,105,5
165,120,0,12
166,1401,0,140
167,294,0,29
168,1144,49,114
169,1298,0,129
170,52,0,5
171,99,5,9
172,454,132,45
173,56,109,5
174,56,0,5
175,50,11,5
176,795,0,79
177,86,129,8
178,572,80,57
179,101,137,10
180,56,147,5
181,192,147,19
182,51,147,5
183,1009,0,100
184,52,166,5
185,302,100,30
186,130,132,13
187,128,132,12
188,449,130,44
189,592,130,59
190,384,0,38
191,89,5,8
192,560,0,56
193,85,56,8
194,211,64,21
195,52,85,5
196,181,113,18
197,60,64,6
198,69,70,6
199,51,71,5
200,741,70,74
201,98,64,9
202,180,16,18
203,54,64,5
204,157,54,15
205,436,149,43
206,404,192,40
207,50,0,5
208,361,20,36
209,389,93,38
210,178,131,17
211,316,73,31
212,58,16,5
213,61,59,6
214,292,59,29
215,55,88,5
216,144,88,14
217,144,102,14
218,817,21,81
219,59,116,5
220,51,191,5
221,55,191,5
222,249,76,24
223,166,100,16
224,312,100,31
225,58,100,5
226,385,0,38
227,55,38,5
228,239,132,23
229,177,138,17
230,744,155,74
231,59,38,5
232,533,71,53
233,188,43,18
234,178,144,17
235,595,61,59
236,400,120,40
237,51,43,5
238,174,48,17
239,304,61,30
240,332,160,33
241,52,193,5
242,50,100,5
243,55,105,5
244,333,105,33
245,145,124,14
246,233,174,23
247,312,138,31
248,73,138,7
249,64,145,6
250,457,60,45
251,989,161,98
252,204,174,20
253,625,194,62
254,128,194,12
255,73,194,7
256,270,129,27
257,211,72,21
258,82,116,8
259,682,38,68
260,462,72,46
261,716,106,71
262,50,177,5
263,66,177,6
264,82,183,8
265,223,78,22
266,58,100,5
267,375,122,37
268,266,159,26
269,58,159,5
270,166,148,16
271,257,159,25
272,141,184,14
273,125,198,12
274,55,185,5
275,54,164,5
276,58,164,5
277,171,169,17
278,50,159,5
279,322,159,32
280,114,191,11
281,188,191,18
282,65,191,6
283,50,164,5
284,236,164,23
285,822,164,82
286,674,169,67
287,65,236,6
288,64,246,6
289,117,169,11
290,276,169,27
291,135,196,13
292,57,197,5
293,50,192,5
294,175,192,17
295,50,209,5
296,53,197,5
297,88,197,8
298,95,205,9
299,51,214,5
300,130,205,13
301,56,218,5
302,130,197,13
303,162,197,16
304,197,192,19
305,552,192,55
306,78,247,7
307,56,254,5
308,60,259,6
309,58,247,5
310,140,209,14
311,203,223,20
312,302,223,30
313,429,209,42
314,65,251,6
315,549,218,54
316,64,272,6
317,55,272,5
318,316,277,31
319,154,278,15
320,51,293,5
321,51,272,5
322,218,223,21
323,365,169,36
324,426,205,42
325,460,169,46
326,119,169,11
327,118,223,11
328,54,169,5
329,66,174,6
330,331,252,33
331,215,0,21
332,51,0,5
333,56,69,5
334,309,223,30
335,51,253,5
336,80,223,8
337,187,231,18
338,53,231,5
339,360,236,36
340,50,272,5
341,709,258,70
342,155,272,15
343,125,258,12
344,51,270,5
345,171,275,17
346,77,270,7
347,62,277,6
348,203,283,20
349,125,283,12
350,136,283,13
351,52,296,5
352,174,283,17
353,95,6,9
354,107,15,10
355,81,25,8
356,50,155,5
357,134,253,13
358,381,191,38
359,303,191,30
360,537,100,53
361,113,308,11
362,75,61,7
363,145,138,14
364,172,209,17
365,731,226,73
366,116,226,11
367,53,226,5
368,635,272,63
369,124,138,12
370,551,277,55
371,280,169,28
372,127,197,12
373,497,209,49
374,60,203,6
375,248,185,24
376,225,277,22
377,52,226,5
378,123,226,12
379,60,209,6
380,153,215,15
381,55,258,5
382,259,265,25
383,55,215,5
384,444,196,44
385,353,215,35
386,640,223,64
387,74,196,7
388,188,236,18
389,171,196,17
390,50,213,5
391,80,213,8
392,295,213,29
393,51,259,5
394,104,290,10
395,100,290,10
