resource_name,assignment_ids
Resource 0,44;9;147;19;159;75;195;123;62;133;103;157;82
Resource 1,3;57;156;193;36;139;6;91;178;55;175;198;23
Resource 2,49;149;191;173;110;38;43;181;166;196;18;111;4
Resource 3,7;224;214;85;78;79;145;135;11;102;207;140;54
Resource 4,202;42;161;200;192;205;10;182;98;215;217;67;174
Resource 5,83;41;187;39;63;16;124;204;0;45;223;222;59
Resource 6,142;1;120;37;97;131;13;197;93;212;167;61;126
Resource 7,163;68;141;213;148;146;143;168;220;74;34;227;90
Resource 8,230;137;117;128;129;170;21;199;8;127;80;101
Resource 9,185;125;189;96;70;95;31;28;71;89;155;47
Resource 10,88;153;119;194;134;130;20;69;56;53;86;84
Resource 11,58;235;188;136;229;115;172;26;87;40;209;94
Resource 12,232;99;121;2;184;46;231;22;113;5;24;226
Resource 13,51;203;219;208;228;81;138;32;225;132;144;233
Resource 14,15;107;183;92;190;164;52;33;35;64;154;106
Resource 15,118;171;165;50;109;77;12;221;216;72;48;65
Resource 16,151;114;73;150;176;179;60;186;160;177;122;206
Resource 17,234;211;158;108;25;116;162;104;180;17;14;210
Resource 18,152;105;100;27;66;112;218;169;201;30;76;29
