id,hours,start,duration
0,81,0,8
1,77,0,7
2,81,0,8
3,79,0,7
4,51,0,5
5,428,0,42
6,168,0,16
7,229,0,22
8,463,0,46
9,51,0,5
10,52,0,5
11,78,0,7
12,120,0,12
13,69,0,6
14,65,1,6
15,50,0,5
16,198,5,19
17,325,0,32
18,61,0,6
19,184,0,18
20,128,0,12
21,93,0,9
22,739,0,73
23,50,0,5
24,52,0,5
25,50,5,5
26,111,0,11
27,188,0,18
28,551,0,55
29,105,0,10
30,383,0,38
31,51,0,5
32,108,0,10
33,1280,0,128
34,353,0,35
35,161,0,16
36,265,38,26
37,164,0,16
38,122,16,12
39,54,28,5
40,415,0,41
41,126,0,12
42,317,0,31
43,304,0,30
44,82,0,8
45,654,0,65
46,599,0,59
47,173,0,17
48,612,18,61
49,108,0,10
50,109,10,10
51,88,0,8
52,51,1,5
53,101,0,10
54,86,10,8
55,132,18,13
56,442,0,44
57,51,0,5
58,52,0,5
59,81,0,8
60,278,8,27
61,76,8,7
62,255,8,25
63,136,0,13
64,141,13,14
65,144,0,14
66,180,0,18
67,131,0,13
68,66,0,6
69,109,0,10
70,183,10,18
71,262,0,26
72,391,26,39
73,66,24,6
74,128,0,12
75,53,13,5
76,956,18,95
77,518,113,51
78,163,113,16
79,618,129,61
80,75,113,7
81,53,120,5
82,491,164,49
83,70,0,7
84,219,7,21
85,126,0,12
86,50,0,5
87,501,0,50
88,167,50,16
89,336,0,33
90,53,0,5
91,551,0,55
92,100,0,10
93,59,10,5
94,52,23,5
95,148,10,14
96,433,0,43
97,64,43,6
98,280,0,28
99,134,15,13
100,398,164,39
101,136,0,13
102,51,164,5
103,95,160,9
104,289,169,28
105,243,0,24
106,52,24,5
107,184,13,18
108,76,31,7
109,160,0,16
110,458,0,45
111,193,0,19
112,202,19,20
113,65,0,6
114,852,164,85
115,327,249,32
116,1203,0,120
117,386,82,38
118,240,82,24
119,382,0,38
120,153,38,15
121,69,53,6
122,67,281,6
123,86,287,8
124,50,287,5
125,133,55,13
126,50,0,5
127,59,12,5
128,177,18,17
129,273,0,27
130,61,21,6
131,146,27,14
132,264,41,26
133,468,67,46
134,502,28,50
135,371,164,37
136,60,0,6
137,81,6,8
138,89,26,8
139,70,34,7
140,54,34,5
141,87,5,8
142,177,0,17
143,50,17,5
144,213,32,21
145,81,17,8
146,68,18,6
147,675,26,67
148,225,12,22
149,91,0,9
150,52,9,5
151,157,64,15
152,70,0,7
153,341,0,34
154,56,34,5
155,216,39,21
156,82,26,8
157,130,26,13
158,244,0,24
159,64,18,6
160,252,0,25
161,50,25,5
162,57,33,5
163,73,38,7
164,611,45,61
165,188,33,18
166,53,65,5
167,341,70,34
168,112,70,11
169,127,70,12
170,69,82,6
171,126,88,12
172,77,82,7
173,52,89,5
174,254,94,25
175,105,119,10
176,233,82,23
177,77,82,7
178,52,82,5
179,229,82,22
180,51,51,5
181,122,38,12
182,77,94,7
183,120,101,12
184,346,94,34
185,731,128,73
186,51,128,5
187,54,128,5
188,321,133,32
189,682,281,68
190,386,281,38
191,259,319,25
192,138,281,13
193,65,281,6
194,72,281,7
195,78,288,7
196,66,288,6
197,79,281,7
198,282,288,28
199,67,287,6
200,57,319,5
201,247,325,24
202,50,349,5
203,105,349,10
204,123,359,12
205,52,354,5
206,259,359,25
207,364,384,36
208,174,420,17
209,110,437,11
210,310,437,31
211,171,437,17
212,86,384,8
213,410,468,41
214,84,509,8
215,55,392,5
216,229,420,22
217,101,420,10
218,58,420,5
219,294,425,29
220,342,425,34
221,54,468,5
222,496,473,49
223,818,468,81
224,52,468,5
225,59,319,5
226,336,344,33
227,256,468,25
228,73,549,7
229,93,287,9
