resource_name,assignment_ids
Resource 0,44;13;200;109;149;31;185;65;69;222;129;119;12;49;58;7;54;72;213;148;133
Resource 1,140;25;103;144;21;108;68;110;220;83;105;42;106;73;75;64;184;1;11;136;150
Resource 2,3;97;50;174;229;85;115;193;134;165;46;126;86;29;53;20;209;114;52;84;2
Resource 3,93;152;101;120;180;10;224;161;55;141;70;145;18;221;206;27;90;23;210;147;35
Resource 4,163;121;36;142;56;33;125;22;124;201;118;204;218;5;95;178;203;167;155;169;196
Resource 5,172;162;212;78;159;76;117;199;166;89;43;45;100;61;131;39;8;154;175;192;17
Resource 6,40;26;208;60;168;88;98;143;153;96;30;223;191;81;132;111;189;171;177;214;179
Resource 7,195;77;71;102;51;59;186;164;99;87;63;160;48;151;113;38;15;62;146;9;112
Resource 8,197;157;187;130;207;202;79;80;158;228;227;19;205;0;135;182;66;190;225;47;176
Resource 9,216;16;24;139;219;37;32;127;198;6;128;116;82;156;94;170;226;188;181;107;123
Resource 10,211;173;28;217;92;57;215;14;41;137;91;194;122;4;34;74;104;67;183;138
