id,hours,start,duration
0,95,0,9
1,377,0,37
2,773,0,77
3,324,0,32
4,622,9,62
5,157,0,15
6,51,15,5
7,495,0,49
8,194,0,19
9,53,0,5
10,94,0,9
11,434,0,43
12,135,0,13
13,79,37,7
14,836,0,83
15,84,0,8
16,953,8,95
17,186,0,18
18,72,0,7
19,50,0,5
20,368,0,36
21,521,0,52
22,355,52,35
23,217,0,21
24,50,0,5
25,70,9,7
26,752,83,75
27,177,83,17
28,83,19,8
29,431,0,43
30,77,0,7
31,52,0,5
32,192,0,19
33,54,0,5
34,438,5,43
35,251,0,25
36,245,0,24
37,50,0,5
38,749,5,74
39,135,5,13
40,78,0,7
41,200,0,20
42,52,19,5
43,51,24,5
44,53,0,5
45,62,5,6
46,905,0,90
47,59,90,5
48,50,95,5
49,719,20,71
50,486,5,48
51,53,53,5
52,55,58,5
53,184,2,18
54,286,95,28
55,90,18,9
56,663,27,66
57,518,27,51
58,58,18,5
59,158,83,15
60,64,48,6
61,50,54,5
62,77,48,7
63,54,54,5
64,59,59,5
65,354,54,35
66,780,0,78
67,704,8,70
68,90,78,9
69,143,90,14
70,52,99,5
71,199,54,19
72,358,5,35
73,105,40,10
74,128,100,12
75,89,0,8
76,158,158,15
77,189,0,18
78,53,24,5
79,175,33,17
80,56,158,5
81,79,158,7
82,102,158,10
83,125,163,12
84,254,175,25
85,116,175,11
86,98,163,9
87,216,163,21
88,1382,0,138
89,574,138,57
90,52,195,5
91,50,5,5
92,127,49,12
93,52,200,5
94,590,61,59
95,85,120,8
96,59,120,5
97,241,173,24
