resource_name,assignment_ids
Resource 0,416;333;174;60;164;169;24;230;151;156;243;21;441;75;312;184;343;389;30;35;424;367;319;153;358;265;194;114;46;45;124;409;421;58;81;76
Resource 1,387;325;308;47;452;449;181;72;456;183;127;61;159;274;137;435;290;373;379;5;34;311;6;162;334;427;13;29;393;277;25;263;399;267;431;335
Resource 2,436;175;118;348;211;434;442;460;433;106;404;221;130;168;329;313;432;91;134;291;340;223;17;53;39;89;149;410;412;248;328;155;347;80;85;50
Resource 3,218;298;195;369;78;408;382;100;115;286;49;352;339;2;413;122;332;354;276;391;283;126;96;250;457;37;119;166;135;188;281;401;371;384;190;398
Resource 4,306;180;14;64;282;245;179;305;444;117;242;9;418;279;182;167;351;209;112;11;40;249;363;116;212;199;36;439;87;93;450;273;136;79;411;219
Resource 5,321;241;374;8;359;68;349;12;259;70;336;103;271;254;366;170;128;4;41;459;355;16;296;429;264;350;414;419;97;0;360;289;90;228;1;396
Resource 6,338;148;165;231;73;316;365;226;345;438;400;160;57;320;376;220;198;448;200;252;443;394;7;381;202;191;375;302;324;216;378;232;451;186;154
Resource 7,266;445;111;280;210;63;227;440;197;139;235;69;297;109;120;337;390;309;62;299;105;88;214;357;372;370;102;143;177;392;27;215;256;368;307
Resource 8,234;193;44;402;304;388;288;437;233;415;152;52;107;225;284;77;110;71;83;187;3;144;208;140;292;397;285;253;300;178;301;383;364;54;275
Resource 9,133;342;94;51;132;239;121;172;15;238;92;255;229;217;341;222;98;22;65;43;453;323;330;395;407;213;417;322;262;10;204;260;278;74;32
Resource 10,447;287;344;185;158;23;269;125;237;425;129;318;141;446;138;131;48;362;422;123;244;380;246;176;150;420;270;173;205;327;104;317;294;346;42
Resource 11,84;189;101;18;31;406;56;272;19;196;295;224;59;28;326;310;66;353;247;95;455;361;331;405;458;82;26;454;257;293;147;385;55;261;236
Resource 12,20;203;251;171;192;86;142;33;377;108;206;356;38;303;161;240;386;207;163;423;315;428;67;268;146;113;99;258;426;201;157;145;403;430;314
