id,hours,start,duration
0,60,0,6
1,164,0,16
2,351,0,35
3,53,0,5
4,50,0,5
5,52,0,5
6,54,0,5
7,100,0,10
8,77,0,7
9,84,0,8
10,945,7,94
11,86,0,8
12,308,0,30
13,245,0,24
14,107,24,10
15,50,0,5
16,275,0,27
17,50,0,5
18,52,0,5
19,87,0,8
20,57,0,5
21,77,0,7
22,183,0,18
23,672,0,67
24,619,67,61
25,686,0,68
26,357,0,35
27,104,35,10
28,446,0,44
29,456,0,45
30,109,0,10
31,69,5,6
32,227,0,22
33,76,0,7
34,450,0,45
35,57,0,5
36,631,0,63
37,357,5,35
38,154,5,15
39,122,0,12
40,133,0,13
41,233,0,23
42,823,0,82
43,109,0,10
44,84,0,8
45,150,0,15
46,115,0,11
47,50,0,5
48,616,0,61
49,62,0,6
50,129,0,12
51,119,61,11
52,58,0,5
53,262,0,26
54,173,0,17
55,157,0,15
56,50,0,5
57,273,0,27
58,797,0,79
59,663,0,66
60,684,0,68
61,519,0,51
62,50,51,5
63,52,27,5
64,108,0,10
65,63,10,6
66,64,0,6
67,50,0,5
68,88,32,8
69,61,40,6
70,193,0,19
71,173,68,17
72,249,0,24
73,754,0,75
74,130,0,13
75,157,13,15
76,53,28,5
77,173,28,17
78,316,0,31
79,92,0,9
80,118,0,11
81,73,11,7
82,118,0,11
83,284,0,28
84,70,0,7
85,585,0,58
86,564,58,56
87,179,58,17
88,155,0,15
89,250,0,25
90,628,0,62
91,229,0,22
92,234,22,23
93,203,0,20
94,76,0,7
95,50,7,5
96,50,0,5
97,95,0,9
98,82,0,8
99,279,8,27
100,50,8,5
101,281,0,28
102,209,0,20
103,416,0,41
104,51,41,5
105,248,0,24
106,266,26,26
107,68,27,6
108,64,0,6
109,77,0,7
110,200,0,20
111,537,20,53
112,160,73,16
113,260,52,26
114,60,78,6
115,107,84,10
116,88,84,8
117,71,84,7
118,67,0,6
119,239,6,23
120,75,0,7
121,491,0,49
122,159,12,15
123,455,0,45
124,108,45,10
125,130,55,13
126,580,55,58
127,129,113,12
128,356,0,35
129,219,0,21
130,51,0,5
131,237,0,23
132,105,45,10
133,58,72,5
134,91,114,9
135,215,123,21
136,186,0,18
137,57,18,5
138,81,0,8
139,68,0,6
140,347,18,34
141,106,0,10
142,123,0,12
143,287,12,28
144,150,40,15
145,68,27,6
146,50,27,5
147,301,32,30
148,155,0,15
149,59,0,5
150,82,0,8
151,208,101,20
152,106,25,10
153,134,0,13
154,279,0,27
155,339,27,33
156,231,92,23
157,178,98,17
158,100,33,10
159,52,0,5
160,96,0,9
161,312,9,31
162,182,0,18
163,51,0,5
164,64,18,6
