id,hours,start,duration
0,54,0,5
1,50,0,5
2,366,0,36
3,369,0,36
4,77,0,7
5,53,0,5
6,154,0,15
7,123,0,12
8,68,0,6
9,219,0,21
10,62,0,6
11,50,0,5
12,59,0,5
13,84,0,8
14,174,0,17
15,176,0,17
16,286,0,28
17,145,0,14
18,51,0,5
19,132,5,13
20,68,0,6
21,50,0,5
22,54,0,5
23,525,0,52
24,53,0,5
25,194,0,19
26,279,0,27
27,51,0,5
28,190,5,19
29,192,0,19
30,323,0,32
31,56,0,5
32,241,0,24
33,75,0,7
34,189,0,18
35,106,18,10
36,343,0,34
37,128,0,12
38,76,0,7
39,53,7,5
40,355,0,35
41,55,0,5
42,308,0,30
43,329,0,32
44,80,0,8
45,50,0,5
46,55,19,5
47,192,0,19
48,125,0,12
49,385,0,38
50,55,38,5
51,253,38,25
52,720,0,72
53,124,0,12
54,149,0,14
55,50,0,5
56,59,0,5
57,132,0,13
58,52,13,5
59,219,0,21
60,121,21,12
61,54,0,5
62,55,5,5
63,65,0,6
64,145,0,14
65,412,0,41
66,59,0,5
67,50,0,5
68,112,12,11
69,125,0,12
70,137,5,13
71,421,0,42
72,316,0,31
73,126,0,12
74,90,0,9
75,55,9,5
76,72,0,7
77,143,5,14
78,54,0,5
79,217,0,21
80,268,0,26
81,52,0,5
82,432,0,43
83,159,0,15
84,139,0,13
85,54,8,5
86,101,13,10
87,208,0,20
88,142,0,14
89,132,0,13
90,58,0,5
91,174,0,17
92,53,18,5
93,81,23,8
94,90,0,9
95,1111,5,111
96,206,0,20
97,99,0,9
98,148,0,14
99,267,0,26
100,90,0,9
101,68,0,6
102,148,36,14
103,132,50,13
104,50,0,5
105,127,5,12
106,61,0,6
107,514,0,51
108,456,6,45
109,54,51,5
110,71,56,7
111,100,63,10
112,104,0,10
113,239,0,23
114,55,0,5
115,238,0,23
116,220,0,22
117,73,15,7
118,59,0,5
119,88,0,8
120,50,0,5
121,89,0,8
122,97,0,9
123,170,26,17
124,62,0,6
125,164,0,16
126,608,0,60
127,60,60,6
128,199,19,19
129,358,0,35
130,101,0,10
131,93,0,9
132,420,0,42
133,79,51,7
134,360,0,36
135,208,12,20
136,52,0,5
137,213,5,21
138,405,14,40
139,79,0,7
140,308,7,30
141,133,14,13
142,72,0,7
143,52,14,5
144,68,19,6
145,51,0,5
146,241,51,24
147,52,0,5
148,411,5,41
149,273,38,27
150,211,0,21
151,399,14,39
152,67,53,6
153,56,53,5
154,608,0,60
155,230,60,23
156,591,0,59
157,77,0,7
158,50,7,5
159,142,0,14
160,233,0,23
161,125,0,12
162,100,0,10
163,69,10,6
164,56,0,5
165,51,0,5
166,327,0,32
167,1250,0,125
168,98,32,9
169,278,0,27
170,50,59,5
171,72,5,7
172,285,0,28
173,244,0,24
174,119,24,11
175,50,35,5
176,233,41,23
177,83,64,8
178,241,35,24
179,50,28,5
180,53,33,5
181,122,38,12
182,139,33,13
183,143,0,14
184,228,0,22
185,74,0,7
186,124,0,12
187,323,0,32
188,50,9,5
189,427,7,42
190,68,49,6
191,119,44,11
192,99,40,9
193,98,46,9
194,55,0,5
195,116,65,11
196,52,17,5
197,87,0,8
198,50,13,5
199,53,14,5
200,55,30,5
201,139,32,13
202,72,32,7
203,209,45,20
204,72,65,7
205,50,0,5
206,294,0,29
207,114,29,11
208,81,63,8
209,50,0,5
210,148,0,14
211,57,0,5
212,151,0,15
213,245,0,24
214,465,24,46
215,79,0,7
216,168,0,16
217,68,0,6
218,70,0,7
219,51,0,5
220,72,28,7
221,52,35,5
222,459,0,45
223,203,45,20
224,107,65,10
225,70,45,7
226,135,45,13
227,88,18,8
228,55,27,5
229,50,17,5
230,510,0,51
231,258,51,25
232,54,0,5
233,56,59,5
234,74,0,7
235,318,7,31
236,50,7,5
237,54,0,5
238,264,0,26
239,668,26,66
240,414,92,41
241,448,133,44
242,455,177,45
243,652,27,65
244,55,92,5
245,51,177,5
246,509,18,50
247,95,68,9
248,449,68,44
249,62,5,6
250,484,11,48
251,75,59,7
252,154,12,15
253,538,5,53
254,112,0,11
255,129,0,12
256,111,12,11
257,435,23,43
258,50,77,5
259,306,28,30
260,71,0,7
261,51,7,5
262,626,12,62
263,54,12,5
264,50,12,5
265,57,0,5
266,54,0,5
267,148,0,14
268,221,14,22
269,81,14,8
270,295,14,29
271,60,43,6
272,81,43,8
273,679,0,67
274,434,51,43
275,97,35,9
276,50,9,5
277,183,26,18
278,122,44,12
279,75,56,7
280,160,63,16
281,50,5,5
282,147,14,14
283,50,28,5
284,52,16,5
285,135,16,13
286,70,29,7
287,53,38,5
288,513,38,51
289,792,28,79
290,463,36,46
291,83,82,8
292,52,21,5
293,78,29,7
294,196,107,19
295,303,96,30
296,203,126,20
297,53,146,5
298,426,151,42
299,87,89,8
300,142,0,14
301,173,15,17
302,287,0,28
303,213,7,21
304,72,28,7
305,51,0,5
306,79,26,7
307,50,51,5
308,96,5,9
309,330,0,33
310,61,50,6
311,384,73,38
312,114,111,11
313,61,111,6
314,299,16,29
315,523,9,52
316,50,6,5
317,758,0,75
318,307,75,30
319,50,105,5
320,176,105,17
321,68,105,6
322,95,0,9
323,620,9,62
324,110,71,11
325,282,0,28
326,174,14,17
327,370,35,37
328,90,0,9
329,157,9,15
330,50,0,5
331,117,22,11
332,135,62,13
333,109,24,10
334,727,34,72
335,77,75,7
336,83,82,8
337,91,7,9
338,56,16,5
339,52,90,5
340,56,95,5
341,132,62,13
342,350,75,35
343,236,35,23
344,131,45,13
345,94,58,9
346,133,45,13
347,52,58,5
348,50,0,5
349,50,5,5
350,182,0,18
351,50,13,5
352,208,24,20
353,553,70,55
354,50,125,5
355,226,22,22
356,249,30,24
357,58,14,5
358,484,0,48
359,82,21,8
360,50,82,5
361,445,90,44
362,59,177,5
363,50,177,5
364,53,129,5
365,52,0,5
366,905,23,90
367,334,113,33
368,472,146,47
369,114,193,11
370,57,193,5
371,242,113,24
372,403,113,40
373,51,153,5
374,406,198,40
375,81,238,8
376,372,246,37
377,217,246,21
378,311,238,31
379,81,198,8
380,92,113,9
381,107,158,10
382,52,23,5
383,61,0,6
384,82,6,8
385,52,198,5
386,106,58,10
387,408,267,40
388,380,307,38
389,53,345,5
390,50,0,5
391,346,5,34
392,147,10,14
393,247,58,24
394,476,39,47
395,184,39,18
396,126,58,12
397,183,70,18
398,101,88,10
399,174,98,17
400,371,115,37
401,285,115,28
402,95,143,9
403,52,152,5
404,270,115,27
405,139,64,13
406,404,193,40
407,89,233,8
408,181,241,18
409,214,241,21
410,114,241,11
411,600,55,60
412,278,115,27
413,126,142,12
414,145,154,14
415,1087,168,108
416,511,168,51
417,129,307,12
418,202,319,20
