resource_name,assignment_ids
Resource 0,161;99;74;158;154;71;30;92;10;40;137;96;113
Resource 1,97;39;70;110;115;89;4;32;160;65;128;164;102
Resource 2,77;34;150;104;78;140;1;73;27;121;33;84;75
Resource 3,21;85;105;159;12;147;112;162;51;13;136;157;68
Resource 4,88;116;48;95;17;6;119;94;106;155;11;114;56
Resource 5,165;41;22;156;93;59;45;14;31;122;52;16;20
Resource 6,42;100;142;133;149;46;47;135;55;50;29;54;120
Resource 7,118;26;18;58;35;57;125;90;43;139;19;141;2
Resource 8,61;86;69;117;38;76;124;101;163;143;129;127;24
Resource 9,146;7;72;91;15;152;60;80;28;8;49;67;36
Resource 10,9;64;82;132;108;107;23;109;66;3;62;111
Resource 11,87;151;138;0;153;123;126;53;134;98;81;44
Resource 12,25;148;83;5;103;63;37;145;79;144;130;131
