resource_name,assignment_ids
Resource 0,159;217;229;60;259;275;216;81;327;316;319;171;269;375;421;198;242;67;361;116;173;4;100;20;324;368;77;227;117;183;133;211;15;401;311;2;339
Resource 1,121;436;23;385;379;11;6;95;437;110;212;347;191;145;79;47;363;371;103;29;329;346;356;55;169;249;109;382;344;251;172;38;407;241;130;58;357
Resource 2,228;315;330;398;318;305;391;392;53;161;230;185;35;157;135;57;348;131;214;308;378;56;336;400;372;120;5;119;365;1;16;369;63;174;424;264;96
Resource 3,118;268;74;323;194;150;370;261;338;142;143;14;413;300;30;367;205;349;277;188;276;89;265;297;144;0;54;325;102;431;42;417;123;83;282;416;37
Resource 4,399;258;127;104;26;240;278;290;301;12;219;97;193;245;125;126;306;154;43;107;408;94;381;237;234;257;170;61;201;221;284;160;222;163;39;335;167
Resource 5,376;62;88;158;409;114;248;280;136;166;252;33;396;342;80;195;411;197;49;176;345;354;139;69;101;84;225;322;422;146;420;149;151;410;404;267;210
Resource 6,303;156;414;153;155;85;279;274;353;187;206;374;224;122;91;425;75;326;270;51;388;362;128;41;71;432;298;288;233;13;387;292;383;272;429;364
Resource 7,134;256;304;59;65;48;129;24;334;239;111;317;394;328;337;140;44;321;115;9;192;73;236;86;112;28;180;293;360;294;17;31;220;333;10;287
Resource 8,273;208;36;419;70;164;395;255;254;98;182;25;90;351;359;138;343;286;250;373;260;165;352;243;178;148;189;226;76;82;203;179;331;223;66;397
Resource 9,405;386;209;27;168;72;175;271;307;296;46;390;152;50;40;238;8;124;106;141;93;177;181;262;426;113;389;393;263;7;435;246;341;186;266;423
Resource 10,32;21;384;406;355;285;231;314;52;302;45;235;313;358;202;184;87;380;92;283;3;200;377;18;137;310;312;244;147;162;215;291;105;418;34;340
Resource 11,332;132;427;415;350;99;299;64;204;428;295;320;412;403;68;232;402;433;108;213;190;199;434;196;430;22;281;78;289;253;218;19;247;207;366;309
