resource_name,assignment_ids
Resource 0,18;284;231;111;11;191;267;10;341;246;302;334;211;21;210;219;14;218;109;303;265;112;135;115;42;28
Resource 1,250;305;147;95;344;174;199;192;352;319;89;104;201;222;381;367;217;114;274;157;296;251;280;335;172;317
Resource 2,146;180;327;283;272;93;48;188;169;137;230;356;354;377;47;371;293;204;134;360;65;269;143;307;23;372
Resource 3,350;189;208;343;66;197;128;202;322;226;86;124;376;365;379;64;70;282;185;61;122;198;103;45;243;194
Resource 4,130;338;127;41;353;158;309;295;336;87;363;168;106;256;33;300;214;314;177;170;306;358;32;92;8;249
Resource 5,38;9;40;76;102;291;46;81;75;304;223;110;298;308;323;190;140;342;133;52;351;245;206;123;132;12
Resource 6,321;1;29;26;299;7;225;255;35;116;315;220;149;242;253;83;331;276;357;150;374;366;294;257;36;138
Resource 7,370;27;131;71;288;287;25;241;361;55;34;113;20;2;346;328;281;164;43;63;311;183;278;22;53;79
Resource 8,175;97;51;117;136;207;153;118;324;98;6;60;312;105;227;235;252;181;205;229;263;44;368;17;186;203
Resource 9,297;182;266;247;50;163;268;88;159;90;49;166;239;332;161;156;0;240;375;236;155;318;176;345;165;244
Resource 10,340;144;339;126;216;260;196;333;139;261;129;167;120;326;162;382;108;62;224;254;54;24;58;270;215
Resource 11,179;320;232;359;68;15;94;337;275;310;82;59;195;286;30;173;37;378;369;213;160;384;125;171;154
Resource 12,3;329;348;72;347;301;259;78;5;234;279;31;316;258;262;69;237;221;39;233;383;349;96;289;325
Resource 13,107;264;380;101;238;145;152;373;330;142;77;148;290;141;248;74;200;364;119;285;100;16;121;57;271
Resource 14,313;212;355;4;151;99;67;228;56;73;19;80;277;13;273;209;184;84;91;178;362;187;85;193;292
