resource_name,assignment_ids
Resource 0,201;46;100;360;374;92;27;143;264;447;429;20;354;15;179;445;461;298;265;18;51;6;55;451;111;283;293;439;255;232
Resource 1,115;318;398;294;106;157;434;393;457;13;435;120;259;287;430;403;72;136;234;134;261;39;338;221;367;68;147;331;172;339
Resource 2,322;363;182;312;382;272;310;192;14;357;376;204;418;90;397;385;122;319;25;196;69;101;251;405;452;189;467;380;60;116
Resource 3,210;63;345;207;340;230;4;29;124;112;454;140;197;209;141;3;428;227;401;130;400;144;303;70;229;79;243;128;424;40
Resource 4,31;171;1;250;394;47;105;12;169;26;431;348;89;42;127;123;246;45;359;33;114;470;419;440;307;222;466;84;30;269
Resource 5,99;8;351;448;422;257;236;409;463;37;190;49;390;219;404;65;270;52;214;107;327;198;58;330;9;291;195;305;56;59
Resource 6,21;245;61;180;277;341;153;104;416;187;64;135;57;252;320;383;437;93;369;386;364;76;176;263;247;50;38;332;441;168
Resource 7,66;11;274;352;129;295;211;126;302;299;32;353;368;133;226;266;366;300;244;16;121;349;213;235;371;150;81;285;412
Resource 8,392;281;161;148;53;155;254;200;199;215;103;7;358;316;248;217;342;67;308;280;34;48;184;35;453;355;73;278;384
Resource 9,83;173;36;388;249;395;427;94;191;465;432;98;311;216;346;413;456;77;205;411;297;260;253;402;336;415;343;88;110
Resource 10,381;75;19;113;462;54;175;414;193;301;154;455;166;97;460;194;151;156;317;373;344;410;24;436;152;117;396;446;86
Resource 11,391;350;167;119;389;206;449;218;370;139;2;326;241;426;240;242;160;149;337;365;78;91;239;378;164;372;361;290;178
Resource 12,80;450;28;95;225;181;313;334;233;203;163;224;333;425;279;258;407;464;17;377;444;5;379;325;10;118;324;262;85
Resource 13,306;159;158;423;443;468;421;267;347;183;22;438;212;328;186;142;96;433;362;102;146;356;323;82;231;23;132;188;238
Resource 14,459;220;420;284;87;177;131;315;74;237;304;442;268;296;399;309;71;458;335;329;286;41;256;321;469;314;43;408;109
Resource 15,185;275;0;170;273;44;108;137;62;292;282;223;417;289;125;228;375;202;387;138;208;288;271;145;276;174;162;406;165
