id,hours,start,duration
0,97,0,9
1,67,0,6
2,75,0,7
3,380,0,38
4,52,0,5
5,77,0,7
6,124,0,12
7,222,0,22
8,50,0,5
9,117,0,11
10,73,0,7
11,403,0,40
12,182,40,18
13,250,12,25
14,79,0,7
15,176,0,17
16,291,17,29
17,159,46,15
18,112,46,11
19,66,46,6
20,237,0,23
21,166,23,16
22,339,39,33
23,55,7,5
24,606,0,60
25,476,0,47
26,167,47,16
27,236,63,23
28,95,0,9
29,228,22,22
30,76,12,7
31,243,12,24
32,106,36,10
33,322,0,32
34,494,0,49
35,50,49,5
36,120,54,12
37,118,54,11
38,71,65,7
39,459,72,45
40,78,58,7
41,55,65,5
42,368,65,36
43,54,65,5
44,100,70,10
45,113,65,11
46,50,80,5
47,97,85,9
48,480,0,48
49,53,48,5
50,76,47,7
51,88,86,8
52,208,54,20
53,137,80,13
54,449,54,44
55,286,53,28
56,396,76,39
57,136,93,13
58,202,106,20
59,251,126,25
60,102,151,10
61,302,161,30
62,56,126,5
