resource_name,assignment_ids
Resource 0,211;63;228;256;13;237;216;299;238;58;39;218;28;169;10;289;230;200;164;170;36
Resource 1,250;233;86;14;40;243;148;76;209;71;68;282;100;53;174;115;166;146;57;301;61
Resource 2,297;9;59;221;117;186;42;185;173;240;136;181;102;214;12;162;271;139;295;248;82
Resource 3,84;236;133;158;131;54;223;156;149;7;37;110;178;98;219;83;277;310;0;227;121
Resource 4,77;46;29;88;96;171;44;222;30;279;27;15;266;62;275;38;48;157;159;183;278
Resource 5,125;220;1;34;261;252;69;165;280;145;224;241;225;247;201;151;306;259;4;311;105
Resource 6,43;242;270;128;197;184;23;132;172;294;272;66;8;276;41;226;245;192;207;47;267
Resource 7,232;60;130;122;198;269;25;90;127;22;112;154;205;144;264;11;32;254;35;103;99
Resource 8,109;138;199;229;210;3;217;190;17;70;284;305;203;263;31;288;176;75;56;19;97
Resource 9,67;206;26;137;143;167;212;106;104;249;177;33;2;195;140;126;116;215;24;21;85
Resource 10,79;91;49;251;246;182;265;134;6;189;161;81;147;108;93;300;20;129;268;94;292
Resource 11,120;291;175;78;45;302;298;55;50;244;64;308;142;80;239;16;309;124;202;274;101
Resource 12,155;168;95;123;273;194;304;191;152;208;141;51;89;281;283;187;114;290;296;262;119
Resource 13,287;107;179;258;231;285;150;111;257;72;253;52;180;87;118;135;255;163;303;193
Resource 14,286;18;234;204;213;153;5;293;65;74;260;235;312;73;113;188;160;307;92;196
