predecessor_id,successor_id,type
107,125,3
0,116,1
28,58,1
28,86,1
82,116,1
8,69,1
8,81,1
1,133,1
1,131,1
100,207,0
2,7,1
3,101,1
3,5,1
3,95,1
177,178,3
4,208,1
4,39,1
4,88,1
5,63,1
5,79,1
6,92,0
7,8,1
60,92,1
9,51,1
201,202,3
10,45,0
145,146,1
145,147,1
11,12,1
152,222,1
35,83,1
35,85,0
35,195,0
85,216,3
13,88,3
14,164,3
15,156,1
15,110,1
149,150,1
16,17,3
16,52,1
16,108,3
137,162,1
137,142,1
176,177,1
43,152,1
43,44,1
18,58,1
19,153,3
20,212,1
20,189,1
20,155,3
20,165,1
112,114,3
21,133,1
22,141,1
215,217,1
215,216,1
191,192,1
191,194,1
178,179,1
178,195,1
178,186,3
23,144,1
23,165,1
23,185,1
192,193,1
113,162,1
182,184,3
182,183,3
24,50,1
25,127,0
26,66,1
27,37,1
27,28,3
27,148,1
29,210,3
30,216,1
31,158,1
181,182,1
125,126,3
89,91,1
89,170,1
32,171,0
32,45,1
33,219,1
34,35,1
34,136,3
36,43,1
36,57,1
37,90,1
38,42,1
51,57,1
51,101,3
40,189,1
40,211,1
58,160,3
41,186,1
109,110,1
42,43,1
180,181,1
46,114,1
179,185,1
179,180,0
147,148,3
185,208,1
47,166,3
48,121,1
49,164,1
50,51,1
52,75,1
216,219,1
53,179,1
53,119,0
54,175,1
55,87,1
56,90,1
56,219,1
166,167,1
57,181,1
57,58,1
59,60,1
190,191,1
61,114,1
61,152,1
186,187,1
186,188,1
186,212,1
186,197,1
62,132,3
64,104,1
65,209,1
193,221,1
124,125,3
67,217,1
153,154,1
153,194,1
68,192,1
68,69,1
70,161,1
70,101,1
70,104,1
71,215,1
151,153,1
151,152,1
151,155,1
72,198,1
139,141,3
73,74,1
75,216,1
75,104,1
75,142,3
76,125,1
77,207,1
77,78,3
79,139,1
79,81,1
80,90,1
148,149,0
148,151,3
81,82,1
140,156,1
83,111,1
141,191,1
84,85,1
91,165,1
88,90,1
88,89,1
110,113,3
110,111,1
110,112,1
162,163,0
92,106,1
95,211,1
95,96,1
93,185,1
94,95,3
97,98,1
99,220,1
99,100,1
101,102,1
101,169,1
101,109,1
103,174,1
104,105,1
143,144,1
144,145,0
188,189,1
188,190,1
188,218,1
106,107,3
106,168,1
106,157,1
213,215,1
213,214,1
108,140,0
108,109,1
203,213,3
115,206,1
126,127,1
126,203,3
117,181,1
117,165,1
117,163,1
118,127,1
163,164,1
120,122,1
156,187,3
121,166,1
121,128,1
121,122,3
121,123,1
121,124,1
129,130,1
129,157,3
129,203,1
131,170,1
195,196,3
134,210,1
135,208,3
136,139,1
136,137,1
136,143,1
136,140,1
136,138,0
158,159,3
161,162,1
165,166,1
168,221,3
170,189,3
171,172,1
173,179,1
217,218,1
175,176,1
199,219,1
200,201,1
200,203,1
204,205,3
210,211,3
209,210,1
212,213,1
221,222,3
