resource_name,assignment_ids
Resource 0,332;21;100;185;54;99;32;325;77;103;117;69;91;195;261;321;266;290;262;118;64;232;68;25;13;105;130
Resource 1,42;78;297;187;301;304;317;340;132;249;131;371;273;198;104;35;48;242;129;57;202;265;124;142;349;355;233
Resource 2,373;235;288;276;110;309;342;298;308;256;318;244;302;231;74;65;246;10;338;38;53;112;133;295;56;239;223
Resource 3,146;18;34;328;183;220;348;245;274;109;120;161;0;335;203;153;162;197;331;148;305;213;210;33;247;167;106
Resource 4,344;159;149;208;89;186;199;97;222;278;277;23;216;359;5;275;224;280;237;310;289;269;44;217;2;357;324
Resource 5,98;333;73;362;11;170;171;238;145;26;337;61;196;151;260;22;101;108;79;9;86;287;229;114;134;175;307
Resource 6,191;194;122;85;221;215;172;46;257;367;181;313;37;87;376;81;283;368;121;291;45;55;111;303;166;137;370
Resource 7,169;267;43;80;139;339;1;366;255;8;174;50;107;184;272;141;15;227;374;128;140;70;251;59;254;24;72
Resource 8,240;93;207;60;293;296;123;119;312;300;126;200;205;365;94;16;125;209;40;116;7;82;154;271;36;311;226
Resource 9,230;92;95;314;270;316;179;253;180;29;158;58;361;160;150;163;75;350;346;364;206;319;6;3;259;144;329
Resource 10,182;62;218;285;96;279;192;177;115;264;353;164;63;236;286;323;336;155;281;372;4;228;190;152;320;341;76
Resource 11,12;135;19;258;284;41;173;30;178;252;343;282;156;67;27;369;20;334;83;66;188;136;241;176;292;330;17
Resource 12,165;90;248;352;31;28;345;327;47;88;127;306;375;219;147;322;347;49;113;193;214;234;363;211;189;315;51
Resource 13,143;204;84;250;354;326;360;14;358;351;201;263;243;356;268;225;299;138;71;157;168;294;52;102;212;39
