resource_name,assignment_ids
Resource 0,17;7;8;197;159;108;177;86;119;185;100;153
Resource 1,82;193;75;47;58;39;77;183;50;138;192;128
Resource 2,166;158;111;16;32;88;130;125;81;181;83;196
Resource 3,195;161;40;165;124;112;0;94;93;118;106;20
Resource 4,172;69;174;167;189;80;163;123;74;176;191;10
Resource 5,66;147;24;105;132;134;52;71;55;44;12;1
Resource 6,34;103;36;96;89;143;186;65;29;6;141;67
Resource 7,194;62;126;113;187;38;173;70;31;180;148;87
Resource 8,37;145;25;68;43;160;107;99;184;139;175;48
Resource 9,155;11;13;28;117;72;35;30;120;127;122;188
Resource 10,157;98;73;49;121;64;136;18;54;149;170;115
Resource 11,79;131;23;182;46;154;150;114;15;19;92
Resource 12,56;91;109;171;102;2;178;41;90;57;144
Resource 13,9;27;116;5;3;101;85;97;133;95;22
Resource 14,42;146;51;76;135;45;78;14;104;84;140
Resource 15,61;4;151;168;110;63;142;152;190;59;162
Resource 16,53;179;33;164;129;60;26;137;169;21;156
