predecessor_id,successor_id,type
0,54,1
0,128,1
157,158,1
112,166,1
112,137,1
1,68,1
1,130,1
103,125,1
2,31,1
79,117,1
79,80,1
50,53,1
50,91,1
51,156,1
51,136,1
51,146,1
51,149,1
51,141,1
51,132,1
62,65,1
152,169,3
152,156,3
3,18,1
4,89,1
4,173,1
5,10,1
134,135,3
134,136,1
134,167,0
119,173,1
119,120,1
105,109,3
105,138,1
86,87,1
86,90,1
142,143,1
6,77,1
6,25,1
6,41,0
153,162,1
153,154,1
108,149,1
108,140,1
114,117,1
114,116,1
114,115,3
114,130,3
7,146,1
7,93,1
7,171,1
118,119,0
118,131,3
56,169,1
66,67,3
66,87,1
66,93,1
66,99,1
158,160,3
158,159,1
63,82,1
80,122,1
106,123,1
75,78,0
75,81,1
75,77,0
96,144,1
96,97,1
8,18,1
113,114,3
113,123,0
38,39,1
38,126,1
38,145,1
156,157,1
120,121,3
136,137,1
39,165,1
39,97,1
39,132,0
39,175,1
9,75,1
10,104,1
10,129,1
31,86,1
25,81,1
60,61,3
60,85,0
11,94,1
67,68,1
67,72,1
172,173,1
115,150,1
141,142,0
148,149,1
148,150,3
12,16,1
14,15,3
70,92,1
13,14,1
13,76,0
13,112,3
13,147,1
36,37,1
26,37,3
26,72,1
121,124,1
52,103,3
95,133,1
95,124,3
95,96,1
116,126,1
83,102,1
154,155,1
154,168,1
151,153,3
151,152,1
151,164,1
77,94,1
15,20,3
173,175,3
173,174,0
107,108,1
107,111,1
131,132,1
104,106,1
104,110,1
104,107,1
104,105,1
104,172,1
16,24,1
16,32,1
64,69,1
17,161,0
87,89,1
87,137,0
87,88,1
109,163,1
109,175,1
175,176,1
137,144,1
137,169,3
137,138,1
129,139,1
129,132,3
18,163,1
18,53,1
18,72,1
117,122,1
117,154,1
117,118,1
65,66,1
19,24,1
19,118,1
123,138,1
46,73,3
20,54,1
20,162,1
20,88,0
150,151,0
150,161,1
99,100,1
21,62,1
78,79,3
78,90,1
110,155,1
110,169,1
91,94,1
97,168,1
155,156,1
28,39,1
28,120,1
22,140,1
22,23,3
22,114,1
100,101,0
100,102,1
100,167,1
44,104,1
111,113,3
111,112,1
24,26,1
24,147,0
24,171,3
24,25,1
102,104,1
102,103,1
84,162,0
98,99,1
37,38,1
37,156,1
69,70,1
69,73,1
69,71,3
126,127,3
126,174,1
126,142,3
27,133,1
27,28,1
90,91,3
90,145,1
72,108,3
143,176,0
61,63,1
61,62,1
61,64,0
73,74,1
73,76,3
73,75,1
29,134,1
29,142,1
30,93,1
30,31,1
164,166,0
164,165,1
33,128,1
34,57,1
35,36,1
35,121,0
128,129,1
82,84,1
82,83,1
40,99,1
130,135,3
130,131,1
133,134,1
42,108,1
42,115,3
41,68,0
41,42,1
41,175,1
43,139,1
43,44,1
168,176,1
140,141,3
85,86,1
45,46,1
92,170,1
92,156,1
47,138,1
47,164,0
93,160,1
169,170,1
48,106,3
48,169,1
49,52,1
49,50,1
49,51,1
54,152,3
54,165,1
55,56,1
57,147,1
94,95,3
94,128,3
94,98,1
58,133,1
59,60,1
145,146,1
147,172,1
147,167,1
147,163,3
147,148,1
171,172,0
