resource_name,assignment_ids
Resource 0,117;177;118;155;78;228;126;127;248;30;54;26;251;133;100;52;115;186;101;131
Resource 1,148;144;192;67;233;11;59;56;7;179;104;317;237;229;191;214;33;58;307;113
Resource 2,75;205;230;151;276;249;48;16;243;221;6;253;135;69;187;204;256;269;257;315
Resource 3,308;301;3;284;247;309;137;98;282;292;200;79;145;183;323;14;57;280;216;105
Resource 4,163;134;240;316;124;132;2;89;201;227;327;20;61;275;170;161;18;142;103;303
Resource 5,278;268;66;208;125;206;210;93;279;47;180;254;165;324;260;86;283;236;46;188
Resource 6,265;261;174;195;287;189;38;223;9;95;24;90;277;109;49;285;197;196;164;120
Resource 7,158;222;198;138;297;156;242;28;8;80;310;304;119;114;65;106;62;39;175
Resource 8,72;259;99;273;140;169;141;212;263;203;250;239;178;219;295;217;21;44;235
Resource 9,171;299;193;225;325;53;149;23;305;108;112;296;143;5;211;37;267;245;190
Resource 10,241;12;147;136;289;162;1;150;154;81;96;181;168;15;17;319;88;63;288
Resource 11,130;231;92;306;185;281;25;123;300;329;45;116;207;291;27;122;159;264;232
Resource 12,244;97;258;172;64;82;31;220;272;293;328;184;71;182;34;74;176;22;110
Resource 13,157;51;271;215;266;213;238;209;246;19;91;111;286;40;290;152;139;160;173
Resource 14,94;41;314;321;4;35;121;166;320;146;202;55;85;302;153;77;326;294;60
Resource 15,298;167;313;50;129;128;199;274;312;102;43;311;76;322;234;84;42;87;226
Resource 16,36;224;194;107;13;218;32;0;73;270;83;68;29;318;10;255;252;262;70
