predecessor_id,successor_id,type
120,278,3
120,221,1
0,206,1
201,203,1
1,293,1
171,177,1
171,172,1
171,301,1
149,152,1
2,305,1
247,248,3
247,249,1
3,227,1
311,312,1
311,313,1
90,91,1
90,126,1
101,279,1
101,194,1
291,294,1
291,298,1
73,211,3
73,256,1
312,314,3
166,168,3
166,167,1
158,322,3
34,74,1
4,108,1
4,251,1
183,238,1
5,289,3
5,172,3
5,14,0
295,296,1
194,307,1
194,199,1
284,287,0
284,286,1
6,85,1
6,309,1
230,232,1
7,161,1
7,66,3
7,249,1
267,311,3
267,308,1
267,268,1
224,225,1
8,264,3
8,14,1
8,267,1
9,311,0
220,221,3
45,328,0
45,167,3
132,133,3
242,252,3
242,244,3
305,306,1
305,307,1
10,196,1
11,202,1
237,272,1
283,284,1
12,139,1
12,279,1
13,95,3
68,159,1
68,74,3
68,239,1
60,61,0
60,199,1
83,265,1
14,91,1
14,92,1
15,63,3
15,218,3
15,215,3
223,224,0
172,175,1
172,173,1
172,174,1
231,322,1
231,292,1
231,236,1
16,214,3
16,239,1
16,154,1
197,198,3
17,77,3
18,304,1
19,31,1
20,109,1
167,170,1
195,196,0
195,207,3
21,213,1
274,275,3
274,276,1
250,251,1
249,252,1
249,250,1
229,230,1
229,231,1
22,54,0
23,150,3
24,115,1
25,88,1
26,223,1
173,176,1
27,203,1
113,127,0
113,123,1
28,278,1
108,118,1
29,46,1
29,103,1
30,144,1
30,66,1
30,303,1
154,193,1
154,160,0
196,197,1
277,278,1
277,291,1
150,155,3
180,181,1
180,184,0
180,182,1
180,204,1
78,308,1
78,239,1
151,291,1
151,153,1
152,294,1
32,305,1
32,295,1
33,176,1
33,325,1
33,34,1
33,134,1
33,70,0
43,221,1
35,40,3
35,194,1
199,267,3
36,37,1
38,275,1
39,246,1
314,315,1
41,301,1
42,43,1
44,45,3
46,201,1
47,202,1
292,297,1
292,293,1
48,192,1
49,89,1
320,321,3
176,308,1
50,285,1
200,271,1
200,279,1
200,201,1
200,202,1
51,149,1
52,164,1
52,215,3
168,169,3
53,264,1
225,226,1
203,205,3
203,210,1
54,235,1
55,175,1
117,187,1
56,57,0
56,175,1
56,272,1
126,127,1
126,236,3
58,160,3
58,313,0
177,299,0
59,60,0
254,255,1
254,290,1
245,259,1
103,258,1
103,104,3
144,145,1
161,312,1
62,198,1
64,283,0
65,284,3
244,245,0
325,326,1
66,182,1
285,289,1
264,312,1
205,209,1
205,206,3
276,277,1
207,208,1
67,68,1
69,310,1
70,287,1
321,322,3
71,202,1
77,78,3
77,170,1
252,285,1
72,73,1
74,283,3
255,256,3
255,304,1
94,300,1
94,288,1
102,103,1
293,299,3
75,192,3
75,111,1
76,77,1
79,325,1
303,304,1
80,213,1
80,323,1
81,240,1
82,107,3
82,83,3
105,109,1
84,241,1
84,136,1
84,156,3
182,183,1
182,229,1
153,154,1
86,170,3
87,114,3
87,197,1
88,130,1
89,90,0
93,94,1
95,159,1
96,97,1
96,214,0
96,181,1
98,311,3
98,99,1
98,138,0
100,184,3
100,105,3
100,102,1
100,101,1
106,153,0
106,111,1
107,108,3
109,290,1
110,111,1
316,317,3
232,233,1
112,113,1
304,305,3
115,174,1
116,117,1
118,244,1
240,241,1
240,295,3
119,120,1
119,281,1
121,132,3
122,248,1
123,305,1
124,329,1
125,126,1
128,129,1
130,209,1
131,293,3
131,132,1
241,242,3
241,243,1
135,136,0
139,140,1
143,144,1
141,215,3
142,143,1
146,147,3
148,150,0
148,151,1
148,149,3
157,158,3
160,161,1
160,163,1
162,189,1
170,178,0
170,171,1
163,306,1
163,164,1
259,260,1
165,166,1
179,180,1
185,234,0
186,187,1
188,189,1
190,311,1
190,191,1
210,211,1
210,228,1
310,311,3
310,316,3
192,239,3
287,288,3
193,244,1
193,195,3
193,200,3
193,204,1
193,194,3
212,213,1
214,269,1
256,257,3
294,323,1
294,295,1
253,254,3
216,220,1
217,218,1
219,220,0
219,237,1
222,223,1
222,227,0
260,261,1
228,318,1
228,229,1
228,280,1
235,292,1
236,237,0
239,240,1
246,247,0
246,253,1
258,270,1
258,259,1
262,276,1
263,264,1
265,266,3
265,270,1
265,269,3
265,267,1
273,274,1
279,280,1
282,285,1
282,283,1
290,291,1
290,292,1
307,308,1
300,301,1
302,303,3
309,310,1
319,320,1
324,325,1
327,328,3
