resource_name,assignment_ids
Resource 0,203;75;6;38;3;30;229;291;214;313;371;281;182;287;440;359;445;161;177;393;144;79;401;205;355;277;152;320;25;124;91;409;97;156;118;52;235;304;301;241;227;39;89;345;260
Resource 1,42;282;107;168;299;350;376;423;68;50;111;2;271;372;268;324;374;365;10;86;128;256;243;164;321;159;123;225;285;407;54;279;254;188;138;83;127;259;430;411;382;73;405;155;369
Resource 2,7;206;162;166;77;201;95;48;210;333;62;189;15;373;269;43;105;437;45;366;90;444;192;0;337;59;237;130;100;81;185;306;387;275;397;442;307;142;35;292;104;88;380;120;198
Resource 3,1;99;435;204;311;49;41;19;338;339;218;175;378;215;239;375;151;348;335;276;298;141;216;288;33;226;421;70;274;108;129;262;240;296;22;408;242;17;224;114;297;106;258;341;396
Resource 4,20;406;66;149;211;219;209;428;251;238;232;137;344;93;438;264;223;11;293;340;27;179;193;60;115;377;16;332;143;187;353;394;278;64;364;385;370;208;28;441;207;252;125;322;267
Resource 5,446;349;58;436;283;55;190;266;57;24;272;388;69;434;146;410;101;8;419;402;31;5;318;248;352;417;228;98;416;183;233;167;273;424;173;186;85;312;217;46;221;334;295;145;160
Resource 6,23;126;9;40;247;134;426;63;389;102;347;443;72;147;386;184;113;158;65;367;245;136;361;343;148;84;178;61;317;96;431;415;294;139;286;384;37;326;172;244;116;132;305;165;368
Resource 7,220;234;171;21;56;357;303;439;236;381;403;199;213;328;346;362;200;135;250;289;422;325;191;360;395;342;44;354;196;253;327;174;117;78;425;257;51;383;103;140;356;300;398;74;265
Resource 8,13;249;308;270;133;363;169;331;246;302;92;32;195;36;429;119;433;255;197;122;319;154;29;150;163;53;170;26;212;94;323;181;284;329;67;336;4;76;330;351;314;309;391;18
Resource 9,153;420;222;87;261;157;194;399;392;390;71;34;427;379;12;180;358;310;82;14;290;110;80;447;432;47;263;230;404;112;412;231;315;131;418;316;121;400;176;280;414;413;202;109
