resource_name,assignment_ids
Resource 0,252;293;262;347;145;186;387;170;274;196;64;211;134;288;29;344;312;295;441;374;51;221;42;208;153;249;425;256;194;69
Resource 1,418;126;34;133;383;55;68;104;271;279;379;237;397;35;300;272;174;232;193;370;184;24;62;188;151;345;231;325;154;213
Resource 2,367;207;27;112;167;73;410;81;328;185;314;2;440;352;20;225;108;219;86;49;375;343;428;43;45;12;56;404;148;136
Resource 3,152;181;351;214;442;165;57;401;177;403;120;265;263;66;402;67;276;349;436;251;158;430;38;392;327;355;408;330;116;7
Resource 4,438;393;8;281;411;284;215;433;149;97;319;22;75;337;150;417;175;364;113;229;333;218;162;223;269;282;324;222;406;37
Resource 5,444;107;48;405;71;437;323;178;250;164;129;386;80;183;144;87;118;41;143;160;100;216;308;102;14;317;234;78;298;36
Resource 6,242;135;121;92;146;299;243;396;407;446;13;371;11;432;61;253;376;305;258;30;307;320;290;21;419;302;445;115;381;199
Resource 7,385;421;95;203;332;362;122;155;157;244;310;359;270;91;32;230;429;130;173;294;189;50;161;241;209;52;171;210;399;342
Resource 8,412;245;163;318;98;434;268;413;88;72;240;44;388;128;206;238;110;422;313;10;192;354;99;15;187;286;443;93;198;6
Resource 9,361;53;291;315;303;137;368;366;435;321;19;334;220;182;316;106;172;103;260;380;292;156;89;204;254;25;195;353;5;304
Resource 10,4;197;420;409;277;301;384;109;311;283;200;360;346;382;273;139;85;246;326;257;287;3;285;18;296;77;248;65;169;424
Resource 11,180;26;201;16;372;259;117;369;247;348;83;131;90;40;79;127;47;111;289;54;389;202;356;212;60;33;306;191;416;70
Resource 12,101;261;138;63;329;341;378;1;74;358;31;239;390;335;340;125;179;147;124;395;23;84;431;322;280;373;255;96;357
Resource 13,415;28;309;132;119;350;423;0;338;59;142;391;267;400;190;377;426;58;141;39;123;205;336;46;227;94;17;236;297
Resource 14,76;275;176;105;114;140;331;278;217;228;9;439;363;427;264;159;398;168;339;82;166;266;226;224;414;233;394;235;365
