resource_name,assignment_ids
Resource 0,68;123;88;56;69;73;67;10;38
Resource 1,6;101;42;43;50;95;84;58;49
Resource 2,66;131;130;125;133;79;75;7;137
Resource 3,113;54;22;52;142;127;29;115;36
Resource 4,78;135;104;16;109;83;108;92;116
Resource 5,1;106;72;11;81;35;86;9;17
Resource 6,112;31;28;94;0;33;70;124;85
Resource 7,98;90;114;134;3;76;96;61;8
Resource 8,46;103;62;145;26;18;23;51;138
Resource 9,128;122;25;144;126;89;64;21;13
Resource 10,47;136;40;24;146;63;12;111;74
Resource 11,120;117;102;15;110;143;87;32
Resource 12,59;41;45;53;140;139;34;119
Resource 13,105;55;121;107;44;48;99;71
Resource 14,30;129;5;100;82;60;77;37
Resource 15,4;118;141;97;65;132;27;2
Resource 16,91;20;19;93;57;14;80;39
