resource_name,assignment_ids
Resource 0,114;111;124;121;24;2;35;80;50;70;98;119;17;16
Resource 1,66;96;5;61;126;101;103;117;79;60;15;33;107;26
Resource 2,49;77;65;102;142;78;53;71;0;141;144;25;115;62
Resource 3,105;45;7;12;34;22;64;27;83;104;57;97;122;52
Resource 4,91;8;131;132;46;128;95;44;58;63;145;11;93;20
Resource 5,106;47;138;84;90;127;118;43;88;23;75;113;48;108
Resource 6,54;41;67;59;14;139;135;39;140;72;94;36;137;110
Resource 7,134;56;99;147;130;28;32;89;40;74;116;120;81
Resource 8,125;21;6;133;100;19;129;37;123;42;51;31;76
Resource 9,68;4;3;86;149;143;29;92;136;18;109;82;13
Resource 10,30;10;69;38;85;1;87;146;55;9;112;73;148
