resource_name,assignment_ids
Resource 0,163;256;345;74;363;274;415;406;76;398;17;375;66;215;414;169;111;395;69;243;253;151;333;158;53;413;122
Resource 1,189;382;88;197;313;297;270;324;320;249;216;331;153;262;222;281;99;238;242;8;217;37;409;58;214;400;273
Resource 2,325;40;59;7;117;425;47;390;80;1;335;411;186;209;321;173;421;211;389;55;355;168;417;383;203;49;327
Resource 3,343;247;116;290;19;332;426;322;154;210;236;258;277;365;125;174;418;159;39;265;233;179;200;11;352;295;46
Resource 4,43;112;135;81;266;15;213;18;387;191;384;195;157;407;245;271;430;30;376;9;305;144;140;306;12;405;109
Resource 5,178;198;188;218;22;181;75;234;104;230;279;424;20;373;147;142;4;89;207;296;68;79;329;339;119;90;92
Resource 6,326;374;337;172;82;422;5;106;370;132;336;156;323;165;176;64;34;6;259;278;171;13;16;42;349;110;50
Resource 7,28;205;36;199;367;180;251;25;223;24;149;315;51;348;317;368;150;311;123;196;31;44;62;269;145;128;146
Resource 8,219;212;136;272;56;267;108;38;427;73;115;63;87;2;420;127;193;286;397;61;263;310;224;67;341;280;137
Resource 9,124;60;126;314;275;318;377;351;248;129;231;364;83;287;289;70;57;0;225;78;316;347;41;260;307;52;138
Resource 10,32;359;391;300;134;403;396;131;221;284;184;48;404;338;356;235;220;334;252;399;282;14;114;340;301;408;402
Resource 11,118;372;237;412;410;3;182;246;105;250;283;228;185;84;101;379;29;369;86;319;21;288;294;202;226;380;27
Resource 12,206;378;162;194;26;71;312;268;183;95;97;175;244;143;72;107;141;208;264;357;229;285;130;96;388;366;164
Resource 13,328;190;161;344;291;23;392;261;358;254;94;302;299;354;239;308;148;113;100;54;386;255;292;35;381;361;309
Resource 14,227;139;342;416;85;257;170;45;350;201;167;232;65;423;103;362;346;298;152;187;77;303;360;204;33;393;330
Resource 15,304;177;240;102;121;276;192;371;429;419;385;401;394;120;133;160;98;166;241;91;353;428;293;93;10;155
