id,hours,start,duration
0,50,0,5
1,129,0,12
2,194,0,19
3,55,0,5
4,104,0,10
5,105,0,10
6,138,0,13
7,227,0,22
8,115,0,11
9,504,0,50
10,144,0,14
11,405,0,40
12,158,0,15
13,281,0,28
14,69,0,6
15,51,0,5
16,51,0,5
17,346,0,34
18,50,0,5
19,54,0,5
20,70,0,7
21,61,0,6
22,52,0,5
23,547,0,54
24,50,0,5
25,57,0,5
26,62,0,6
27,159,0,15
28,103,0,10
29,71,0,7
30,241,7,24
31,897,0,89
32,53,0,5
33,148,0,14
34,70,0,7
35,760,0,76
36,136,0,13
37,426,5,42
38,622,5,62
39,51,0,5
40,653,0,65
41,224,0,22
42,292,0,29
43,125,29,12
44,114,0,11
45,58,0,5
46,91,5,9
47,262,0,26
48,144,0,14
49,74,0,7
50,222,0,22
51,112,0,11
52,465,0,46
53,70,5,7
54,94,12,9
55,65,0,6
56,58,0,5
57,56,5,5
58,91,0,9
59,56,9,5
60,348,14,34
61,540,0,54
62,75,54,7
63,420,12,42
64,118,0,11
65,795,0,79
66,50,0,5
67,56,0,5
68,52,0,5
69,118,0,11
70,125,0,12
71,261,7,26
72,1254,46,125
73,410,0,41
74,142,12,14
75,114,0,11
76,50,6,5
77,127,6,12
78,53,0,5
79,344,5,34
80,56,0,5
81,140,5,14
82,449,0,44
83,118,44,11
84,533,0,53
85,169,76,16
86,86,0,8
87,226,0,22
88,279,8,27
89,59,0,5
90,72,0,7
91,54,0,5
92,183,0,18
93,553,0,55
94,1362,55,136
95,98,182,9
96,270,12,27
97,259,19,25
98,489,0,48
99,244,26,24
100,88,0,8
101,70,12,7
102,173,5,17
103,168,22,16
104,70,0,7
105,50,7,5
106,177,0,17
107,115,17,11
108,138,28,13
109,215,0,21
110,686,0,68
111,763,5,76
112,58,0,5
113,80,0,8
114,50,5,5
115,50,0,5
116,73,0,7
117,310,0,31
118,80,31,8
119,82,0,8
120,180,0,18
121,669,0,66
122,234,0,23
123,85,0,8
124,359,0,35
125,779,8,77
126,55,0,5
127,121,0,12
128,142,0,14
129,97,0,9
130,362,0,36
131,264,14,26
132,84,0,8
133,54,0,5
134,69,26,6
135,140,0,14
136,215,14,21
137,123,0,12
138,99,0,9
139,204,0,20
140,364,9,36
141,58,12,5
142,117,0,11
143,104,0,10
144,55,0,5
145,158,11,15
146,53,0,5
147,1313,28,131
148,66,159,6
149,140,0,14
150,50,0,5
151,52,18,5
152,56,0,5
153,378,0,37
154,111,0,11
155,122,0,12
156,67,0,6
157,654,6,65
158,218,10,21
159,76,10,7
160,102,17,10
161,65,21,6
162,460,17,46
163,93,31,9
164,287,0,28
165,253,0,25
166,233,0,23
167,50,0,5
168,330,0,33
169,98,33,9
170,99,0,9
171,207,0,20
172,187,65,18
173,430,0,43
174,60,0,6
175,357,0,35
176,85,18,8
177,50,26,5
178,56,31,5
179,174,31,17
180,50,11,5
181,160,11,16
182,81,0,8
183,83,0,8
184,63,17,6
185,255,0,25
186,51,25,5
187,99,25,9
188,83,34,8
189,477,42,47
190,110,42,11
191,91,0,9
192,57,0,5
193,294,92,29
194,559,66,55
195,54,116,5
196,281,121,28
197,62,0,6
198,89,5,8
199,554,13,55
200,190,0,19
201,83,0,8
202,50,5,5
203,176,10,17
204,208,27,20
205,153,10,15
206,865,25,86
207,361,47,36
208,200,83,20
209,73,96,7
210,552,10,55
211,115,0,11
212,50,11,5
213,54,0,5
214,57,0,5
215,103,0,10
216,286,10,28
217,89,38,8
218,167,27,16
219,326,27,32
220,56,0,5
221,596,5,59
222,247,0,24
223,208,24,20
224,219,44,21
225,141,65,14
226,110,79,11
227,138,79,13
228,52,92,5
229,120,97,12
230,105,97,10
231,79,0,7
232,50,20,5
