resource_name,assignment_ids
Resource 0,417;165;141;99;391;301;457;50;438;469;352;202;470;70;443;2;410;125;45;170;373;298;281;423;396;42;472;374;380;357;8;263
Resource 1,13;424;27;339;155;278;266;230;477;289;471;64;463;241;78;376;180;136;468;146;128;405;390;101;108;449;201;346;186;85;58;285
Resource 2,284;400;122;402;330;48;162;388;206;43;120;115;348;300;114;142;89;418;109;343;140;336;144;436;375;439;149;192;31;385;444;333
Resource 3,254;350;474;212;207;404;325;16;208;187;123;464;200;174;426;256;83;107;335;10;20;14;363;126;173;94;49;81;276;412;134;234
Resource 4,268;459;79;137;209;231;304;171;383;359;377;7;302;138;370;312;82;255;323;74;338;3;450;119;151;185;139;345;179;341;55;102
Resource 5,211;441;305;287;197;213;228;214;329;53;428;154;156;311;244;56;408;366;167;275;292;37;216;381;269;41;191;261;76;203;59;315
Resource 6,32;328;135;195;461;46;314;368;17;367;36;294;233;71;460;435;54;152;159;434;117;247;453;358;69;106;0;337;18;47;307;250
Resource 7,19;51;401;224;242;399;349;414;97;75;169;190;84;143;478;466;437;175;24;291;147;77;38;327;452;288;96;465;161;272;365;467
Resource 8,181;403;52;442;429;372;182;295;432;317;4;188;274;145;395;9;249;351;204;353;476;150;131;25;253;462;232;111;61;183;132;243
Resource 9,248;394;252;347;277;386;1;296;257;172;416;354;397;310;28;282;217;340;160;6;448;236;342;129;229;378;331;30;364;157;316;280
Resource 10,221;93;218;100;387;210;166;225;413;66;121;454;44;371;362;124;158;299;322;62;68;219;178;168;398;189;361;127;220;15;72;205
Resource 11,240;215;458;264;251;26;118;382;447;356;320;392;92;451;237;67;39;235;321;286;369;393;430;223;446;21;148;456;421;116;104;199
Resource 12,184;88;313;198;262;309;226;308;415;35;273;65;5;344;259;445;279;153;475;334;112;33;431;260;193;63;245;163;420;176;433;133
Resource 13,326;164;110;384;91;29;360;265;34;60;355;130;227;73;87;258;86;283;23;440;246;57;40;319;409;12;290;473;11;103;267;422
Resource 14,324;22;455;271;222;303;389;239;95;297;105;177;379;425;318;196;419;194;293;411;306;80;332;407;270;427;113;98;90;238;406
