resource_name,assignment_ids
Resource 0,26;7;15;53;36;47;128;20
Resource 1,96;63;127;97;86;0;87;1
Resource 2,52;57;82;21;19;65;39;45
Resource 3,48;83;62;102;129;74;17;14
Resource 4,75;114;130;112;103;42;84;132
Resource 5,68;79;28;58;71;34;108;54
Resource 6,85;38;16;72;110;51;113;111
Resource 7,81;61;11;88;119;116;117
Resource 8,49;8;27;131;40;104;66
Resource 9,120;31;56;106;32;69;37
Resource 10,118;43;89;125;3;94;77
Resource 11,101;5;64;124;122;9;126
Resource 12,35;24;70;29;105;91;100
Resource 13,73;25;55;78;90;98;2
Resource 14,22;6;4;95;115;30;99
Resource 15,121;18;80;13;41;59;10
Resource 16,46;50;44;60;107;33;93
Resource 17,12;109;76;23;67;92;123
