resource_name,assignment_ids
Resource 0,85;71;4;1;58;128;82;19;76;162;167;95;63;153;29;84;138
Resource 1,75;15;161;62;134;174;154;39;106;148;49;125;32;17;109;80;81
Resource 2,126;53;37;50;31;93;34;121;78;103;26;65;55;177;54;139;110
Resource 3,90;96;152;23;9;33;83;91;160;166;79;147;51;24;36;151;28
Resource 4,30;157;13;156;64;169;7;108;172;164;10;175;127;46;105;42;137
Resource 5,122;123;69;171;170;16;89;14;40;142;176;112;141;3;133;158;41
Resource 6,97;101;68;116;20;146;52;132;107;130;43;165;74;45;179;98
Resource 7,155;144;70;113;92;159;180;119;145;66;102;117;11;99;22;27
Resource 8,87;25;18;115;2;131;181;67;168;118;60;5;44;100;94;86
Resource 9,12;135;6;57;8;104;163;61;59;73;150;143;38;0;140;129
Resource 10,77;35;149;136;124;47;120;56;88;111;114;178;72;21;48;173
