resource_name,assignment_ids
Resource 0,245;44;178;72;18;256;69;101;140;29;293;264;144;96;163;49;17;299;304;313;238;73;222;82;28;12;218;11;229
Resource 1,209;219;181;273;284;235;170;71;288;39;121;48;257;24;160;244;225;187;208;90;13;57;153;77;311;76;136;89;131
Resource 2,303;117;54;148;20;129;251;92;266;103;175;161;46;258;168;135;64;32;286;250;262;246;185;70;26;217;206;43;302
Resource 3,271;143;189;141;56;192;147;201;109;306;66;248;210;314;53;216;301;260;1;0;253;128;205;207;113;224;31;8;150
Resource 4,104;5;134;38;267;114;98;291;119;233;177;300;312;259;59;231;156;232;226;78;149;290;83;280;88;87;75;74;126
Resource 5,142;34;278;243;10;167;295;97;94;287;79;184;202;99;197;85;7;50;120;62;272;283;115;84;63;108;47;81;240
Resource 6,252;194;309;198;165;294;61;195;112;296;130;183;298;42;60;171;254;310;176;154;25;105;265;263;30;67;41;193;242
Resource 7,282;162;180;281;116;21;279;15;16;223;52;199;138;169;6;220;190;174;255;132;227;164;95;22;237;239;139;241
Resource 8,118;124;100;157;285;188;172;4;173;122;58;249;307;166;86;145;203;146;91;277;247;27;51;275;151;40;214;261
Resource 9,133;308;268;3;33;182;186;35;215;204;9;36;68;107;45;191;106;228;276;200;80;110;19;55;297;274;234;127
Resource 10,221;213;125;159;179;123;158;155;152;23;230;269;102;111;37;289;14;212;2;292;236;270;93;65;196;211;137;305
