id,hours,start,duration
0,154,0,15
1,57,0,5
2,176,0,17
3,50,0,5
4,107,0,10
5,96,0,9
6,59,0,5
7,302,0,30
8,54,0,5
9,335,0,33
10,70,0,7
11,50,0,5
12,287,0,28
13,139,0,13
14,189,0,18
15,554,18,55
16,50,0,5
17,50,0,5
18,265,0,26
19,180,0,18
20,114,28,11
21,402,0,40
22,93,0,9
23,70,0,7
24,50,0,5
25,52,0,5
26,93,0,9
27,67,0,6
28,102,0,10
29,309,0,30
30,168,17,16
31,52,13,5
32,161,0,16
33,271,0,27
34,515,0,51
35,100,0,10
36,70,0,7
37,372,0,37
38,57,18,5
39,51,7,5
40,50,0,5
41,152,5,15
42,347,39,34
43,57,0,5
44,54,0,5
45,65,0,6
46,60,0,6
47,79,0,7
48,657,0,65
49,155,26,15
50,136,0,13
51,829,18,82
52,127,6,12
53,66,18,6
54,247,0,24
55,56,0,5
56,78,5,7
57,83,0,8
58,71,8,7
59,203,10,20
60,56,51,5
61,418,51,41
62,871,5,87
63,551,92,55
64,368,0,36
65,133,36,13
66,603,37,60
67,50,18,5
68,63,0,6
69,201,6,20
70,134,6,13
71,249,0,24
72,385,0,38
73,55,5,5
74,87,24,8
75,57,32,5
76,129,37,12
77,111,0,11
78,96,10,9
79,330,15,33
80,240,0,24
81,139,24,13
82,167,37,16
83,54,24,5
84,53,29,5
85,163,0,16
86,125,6,12
87,63,0,6
88,323,6,32
89,66,38,6
90,564,29,56
91,60,85,6
92,69,91,6
93,51,85,5
94,52,33,5
95,149,5,14
96,636,0,63
97,83,0,8
98,64,0,6
99,374,6,37
100,843,0,84
101,405,0,40
102,139,40,13
103,254,5,25
104,156,5,15
105,121,30,12
106,51,42,5
107,907,42,90
108,175,47,17
109,59,132,5
110,392,137,39
111,53,176,5
112,147,181,14
113,191,195,19
114,59,214,5
115,56,195,5
116,173,132,17
117,162,133,16
118,50,149,5
119,59,154,5
120,91,154,9
121,64,27,6
122,509,33,50
123,103,33,10
124,74,49,7
125,72,49,7
126,94,19,9
127,52,7,5
128,85,16,8
129,67,18,6
130,58,85,5
131,86,18,8
132,56,5,5
133,66,10,6
134,74,28,7
135,96,195,9
136,220,5,22
137,224,10,22
138,102,91,10
139,59,101,5
140,113,106,11
141,219,147,21
142,88,106,8
143,178,0,17
144,54,12,5
145,51,17,5
146,519,17,51
147,135,17,13
148,138,30,13
149,815,17,81
150,82,14,8
151,88,176,8
152,85,97,8
153,104,105,10
154,179,105,17
155,277,115,27
156,90,142,9
157,94,105,9
158,126,105,12
159,70,117,7
160,127,105,12
161,165,124,16
162,80,142,8
163,72,150,7
164,97,150,9
165,386,0,38
166,341,73,34
167,76,106,7
168,66,184,6
169,666,190,66
170,60,38,6
171,356,53,35
172,225,88,22
173,214,110,21
174,56,110,5
175,81,142,8
176,151,95,15
177,120,110,12
178,53,0,5
179,316,40,31
180,51,5,5
181,51,150,5
182,91,71,9
183,133,176,13
184,61,176,6
185,283,189,28
186,338,217,33
187,52,217,5
188,178,176,17
189,526,189,52
190,190,241,19
191,84,241,8
192,333,249,33
193,76,217,7
194,418,189,41
195,171,230,17
196,189,247,18
197,427,247,42
198,338,265,33
199,59,298,5
200,52,30,5
201,50,204,5
202,1019,193,101
203,64,294,6
204,396,294,39
205,75,333,7
206,102,340,10
207,147,333,14
208,56,333,5
209,76,300,7
210,177,307,17
211,70,324,7
212,235,307,23
213,1470,330,147
214,219,330,21
215,73,351,7
216,75,330,7
217,170,294,17
218,283,283,28
219,62,347,6
220,66,330,6
221,119,325,11
222,66,336,6
223,82,336,8
224,50,311,5
225,488,311,48
