resource_name,assignment_ids
Resource 0,62;89;109;32;143;160;92;120;20;111;145;8;136;78;180;76;113;103;39;107
Resource 1,159;133;53;48;182;12;95;117;187;93;69;52;196;119;35;142;13;41;194;4
Resource 2,16;195;104;173;153;188;122;98;38;135;101;44;83;37;23;1;91;128;108;67
Resource 3,15;46;45;17;22;60;63;50;174;185;18;126;146;84;102;58;81;9;82;28
Resource 4,138;86;189;3;65;190;181;183;47;71;90;144;70;193;40;152;6;55;178;164
Resource 5,66;49;25;150;5;139;148;33;43;87;129;141;167;85;0;116;131;77;105;169
Resource 6,149;140;94;54;170;110;26;179;166;79;27;191;29;114;134;147;177;100;64;137
Resource 7,151;175;75;115;80;171;11;155;72;161;162;121;51;2;158;125;31;168;10
Resource 8,165;99;106;21;61;163;73;118;74;96;24;132;130;157;88;124;97;56;57
Resource 9,34;123;112;14;59;19;127;7;154;186;156;176;192;30;36;68;42;172;184
