resource_name,assignment_ids
Resource 0,354;401;342;422;59;214;386;172;102;136;197;19;194;372;385;268;296;164;196;391;406;4;112;121;415
Resource 1,235;294;284;379;48;252;301;137;383;50;223;152;109;343;278;46;47;157;118;419;193;44;338;257;333
Resource 2,100;116;302;159;308;331;258;384;76;117;212;185;125;244;178;39;198;330;108;339;280;52;360;177;89
Resource 3,275;187;93;336;253;222;186;218;270;351;191;183;201;62;17;347;400;147;18;75;262;322;67;290;421
Resource 4,254;79;208;287;387;279;328;99;124;265;120;141;310;403;144;335;131;233;31;181;206;207;23;151;82
Resource 5,361;221;286;162;106;64;240;149;313;145;390;202;249;127;326;396;12;53;367;312;362;91;395;215;276
Resource 6,171;10;281;298;382;176;184;283;150;304;409;87;72;69;167;135;411;272;299;245;300;170;388;55;192
Resource 7,402;373;65;188;66;29;158;173;68;357;33;269;101;219;213;138;51;337;277;190;246;407;230;366;236
Resource 8,264;323;107;35;392;358;321;148;57;228;355;237;320;289;122;128;30;378;129;81;398;179;247;353;155
Resource 9,83;20;260;2;45;216;307;63;1;242;263;340;126;24;295;168;98;153;292;205;359;97;16;11;34
Resource 10,182;231;94;174;410;259;227;70;397;303;58;133;37;156;267;418;412;96;305;13;77;377;356;241;54
Resource 11,88;405;32;329;166;239;217;417;348;334;408;210;271;80;103;28;346;132;324;163;248;234;78;229;404
Resource 12,374;74;327;282;251;273;26;261;90;345;250;414;84;6;309;375;371;368;211;56;180;394;376;38;143
Resource 13,7;60;113;140;256;9;311;27;146;142;364;8;341;85;413;110;123;115;352;111;175;293;317;114;243
Resource 14,49;297;220;161;315;165;363;22;389;393;104;285;325;204;73;189;169;40;21;71;226;232;199;86;5
Resource 15,15;225;154;380;42;306;130;318;43;200;288;266;195;134;319;238;274;381;105;344;349;95;314;316
Resource 16,14;399;365;160;0;119;3;291;92;139;350;224;332;370;255;416;209;369;41;203;61;25;420;36
