resource_name,assignment_ids
Resource 0,141;318;369;167;118;397;52;211;127;265;200;196;419;48;303;435;0;324;308;387;72;104;23;228;366;336;434;399;28;36
Resource 1,390;41;264;33;417;433;75;156;332;249;277;262;197;258;346;275;342;79;43;302;62;192;325;415;242;55;386;331;445;232
Resource 2,349;392;89;59;121;6;44;261;187;348;180;285;259;131;18;65;253;69;250;365;92;176;270;35;159;448;296;403;345;441
Resource 3,37;280;173;7;25;162;284;389;322;341;407;235;438;204;339;367;267;254;439;202;257;431;11;271;102;227;323;247;368;22
Resource 4,133;354;155;446;311;90;108;19;243;177;54;142;279;68;120;402;58;158;223;395;334;379;5;49;376;148;32;357;125;245
Resource 5,51;146;94;404;301;355;138;199;353;266;358;430;168;248;181;166;40;317;184;46;410;119;57;420;42;405;299;382;290;263
Resource 6,305;219;53;412;287;282;154;260;351;310;186;96;283;224;361;273;109;83;124;38;401;80;409;312;377;135;276;215;333;189
Resource 7,172;191;372;137;364;212;443;256;64;375;115;70;56;14;429;234;363;97;174;73;297;298;447;123;230;321;291;183;1;169
Resource 8,76;316;78;268;300;413;139;194;50;216;157;414;214;328;152;330;356;106;278;209;422;217;292;3;344;220;222;293;113;99
Resource 9,160;240;84;444;213;188;425;289;105;149;95;2;111;39;294;205;252;150;112;153;246;82;161;128;207;86;411;320;144;77
Resource 10,15;110;175;126;91;226;400;34;47;359;274;384;244;352;203;171;147;61;63;122;398;340;178;295;272;432;136;371;151;198
Resource 11,373;165;206;163;326;218;140;423;98;391;179;388;85;408;288;281;130;45;236;27;24;343;190;107;229;101;313;195;362;129
Resource 12,93;427;251;347;74;201;143;360;132;134;381;182;335;286;210;329;378;237;185;8;319;304;66;231;225;314;116;87;418;88
Resource 13,67;383;337;103;440;307;269;315;71;416;374;255;114;12;393;350;10;26;60;81;238;16;233;424;309;396;9;20;327;437
Resource 14,170;30;29;428;306;406;221;426;380;442;31;100;370;239;117;4;193;421;436;164;13;17;385;394;145;208;241;338;21
