resource_name,assignment_ids
Resource 0,24;265;281;150;75;9;181;230;245;81;155;271;2;135;102;32
Resource 1,56;64;145;220;147;196;198;23;11;288;115;236;144;226;28;184
Resource 2,231;89;35;78;167;152;66;130;295;156;128;204;263;42;49;291
Resource 3,1;201;186;244;46;47;173;234;267;92;13;269;172;50;0;26
Resource 4,85;200;268;143;15;109;177;136;179;242;124;25;229;39;21;282
Resource 5,6;278;154;195;74;131;219;276;217;106;251;272;93;292;165;34
Resource 6,180;163;54;22;27;18;107;98;4;84;207;70;52;68;127;248
Resource 7,142;153;116;5;283;253;37;257;225;264;187;213;160;224;182;69
Resource 8,194;20;121;33;192;126;99;202;45;14;233;112;139;183;43;241
Resource 9,171;48;215;175;199;190;256;237;72;273;164;95;62;223;159;73
Resource 10,193;146;103;290;137;31;19;205;55;108;114;117;65;170;100;261
Resource 11,40;208;149;232;258;158;88;284;243;212;254;287;51;176;63;97
Resource 12,280;285;246;218;76;209;118;252;210;8;277;120;157;249;222
Resource 13,161;44;12;270;129;185;58;227;7;255;133;247;151;166;30
Resource 14,262;191;16;57;94;96;206;235;132;178;38;140;101;168;60
Resource 15,79;289;59;71;293;279;138;119;111;90;91;67;83;286;17
Resource 16,169;113;162;259;82;3;296;238;41;228;61;250;266;260;197
Resource 17,104;86;36;29;203;110;188;87;274;53;77;211;214;275;105
Resource 18,174;80;125;221;216;148;10;294;141;240;122;189;239;134;123
