resource_name,assignment_ids
Resource 0,274;89;312;140;20;339;319;114;1;19;161;154;389;368;78;236;334;9;2;146;217
Resource 1,180;196;47;258;243;70;5;11;302;287;96;238;198;148;341;12;126;207;325;149;257
Resource 2,240;145;122;194;74;123;358;189;14;42;73;384;104;246;286;92;80;66;61;54;59
Resource 3,203;112;135;118;289;326;75;220;366;361;99;165;128;95;188;208;330;259;35;16;280
Resource 4,178;193;142;33;77;100;282;245;321;199;7;6;55;233;81;354;169;98;53;348;260
Resource 5,359;91;218;38;129;333;160;256;391;327;390;329;374;151;283;109;331;65;222;318;138
Resource 6,229;347;63;57;288;39;62;345;311;108;360;277;195;172;248;174;83;153;37;90;355
Resource 7,46;239;284;309;64;48;324;185;86;386;60;385;52;32;190;387;158;335;120;84;351
Resource 8,244;119;10;67;275;269;110;40;253;155;263;50;181;69;79;102;24;137;213;349;214
Resource 9,237;130;363;262;127;124;72;209;28;184;357;342;71;346;3;375;298;261;388;320;227
Resource 10,191;0;290;313;242;173;175;235;301;187;226;337;231;132;344;352;106;94;350;265;179
Resource 11,299;343;68;315;82;163;340;304;373;268;22;15;278;125;230;308;76;41;131;51;177
Resource 12,316;29;202;225;251;18;250;201;117;267;305;4;23;323;101;93;210;255;159;85
Resource 13,266;376;362;205;136;200;276;87;34;293;144;97;370;332;249;162;168;291;43;150
Resource 14,182;152;338;271;382;252;111;381;383;206;224;170;21;364;8;379;365;336;303;372
Resource 15,58;314;176;13;380;322;147;378;105;44;317;212;171;369;56;183;134;31;281;221
Resource 16,273;223;17;36;296;186;241;103;143;377;254;133;272;25;292;164;113;353;279;27
Resource 17,310;264;328;115;121;141;197;139;49;215;107;157;247;300;219;270;166;228;295;356
Resource 18,294;297;167;232;211;26;45;88;192;156;216;371;204;116;30;307;306;367;234;285
