resource_name,assignment_ids
Resource 0,7;27;62;67;17;65;73;98;86
Resource 1,49;58;102;55;41;77;114;23;93
Resource 2,97;12;104;68;87;133;126;95;84
Resource 3,92;38;109;5;51;135;132;141;31
Resource 4,16;110;130;35;52;117;64;39;48
Resource 5,56;15;136;74;29;100;94;108;57
Resource 6,10;4;79;1;142;45;101;82;40
Resource 7,72;6;21;81;111;139;103;121
Resource 8,71;46;70;122;113;78;96;80
Resource 9,18;131;32;123;24;88;28;138
Resource 10,43;128;30;125;137;124;11;119
Resource 11,36;76;90;107;140;34;116;22
Resource 12,127;112;26;0;63;60;47;134
Resource 13,89;37;33;9;66;75;83;106
Resource 14,53;61;50;14;69;42;25;59
Resource 15,118;129;105;19;3;115;44;20
Resource 16,99;91;2;85;120;54;8;13
