resource_name,assignment_ids
Resource 0,121;10;78;61;83;82;117;55;6;59;21
Resource 1,12;26;79;1;53;35;86;4;118;128;23
Resource 2,39;127;2;109;105;97;34;7;103;45;94
Resource 3,80;104;57;5;116;77;36;98;99;92;112
Resource 4,28;54;87;114;25;85;3;76;124;62;67
Resource 5,123;102;107;41;72;38;44;48;111;71;100
Resource 6,106;9;14;88;70;49;65;19;89;8;43
Resource 7,68;24;126;29;120;74;56;115;75;42;17
Resource 8,95;69;119;27;15;46;52;66;16;93;13
Resource 9,84;47;40;51;110;81;113;101;90;108
Resource 10,60;30;11;22;50;63;91;31;32;58
Resource 11,33;20;64;125;0;96;122;73;37;18
