predecessor_id,successor_id,type
0,87,0
0,119,1
0,104,1
125,126,1
1,106,1
1,107,3
1,36,1
1,50,1
2,61,1
2,105,1
2,21,0
2,127,1
119,120,3
50,51,0
120,121,1
118,119,3
3,88,1
9,69,0
9,72,1
38,41,1
38,84,1
38,50,1
101,108,1
59,61,1
59,72,1
4,96,1
5,99,0
5,25,1
39,40,0
103,120,0
49,50,1
82,121,1
79,80,1
6,15,1
17,90,1
25,73,1
7,104,0
8,33,3
8,9,1
8,61,1
114,116,1
91,92,1
92,93,3
115,122,1
10,117,1
81,82,3
81,95,1
58,91,1
58,59,1
11,90,1
11,32,3
52,100,1
52,86,1
42,102,1
42,89,1
73,88,1
73,74,3
117,118,3
102,103,1
104,105,1
56,99,1
56,62,1
12,56,1
12,127,1
13,48,1
24,124,3
24,25,1
87,128,1
87,110,1
27,33,1
27,116,0
27,28,1
14,43,1
98,100,3
63,119,1
63,122,1
63,64,1
63,105,1
63,112,1
15,128,1
15,124,1
16,18,1
16,75,1
16,17,1
19,20,1
21,120,1
22,82,1
22,98,1
55,84,0
55,56,1
28,77,1
28,30,1
28,124,3
28,42,1
33,95,0
33,50,3
88,89,3
23,63,1
23,24,1
23,101,3
26,49,0
26,73,1
26,27,0
29,33,1
122,124,1
122,123,1
100,102,3
100,104,1
100,101,3
35,76,1
35,53,3
35,36,1
105,106,1
105,107,1
105,110,1
105,109,1
97,99,3
97,98,1
30,75,1
78,81,1
78,79,1
41,113,3
41,44,1
41,42,1
54,55,1
31,42,1
32,33,3
32,125,1
34,35,1
34,87,1
67,124,3
37,61,3
37,47,0
37,39,1
37,38,1
43,96,1
44,88,1
44,121,1
44,69,1
44,126,1
45,77,1
94,95,3
46,71,1
46,101,1
72,73,1
72,75,1
70,100,1
47,94,1
48,49,1
48,96,1
48,52,1
53,54,3
57,60,1
57,58,1
62,63,1
65,78,1
75,111,3
66,87,1
66,97,1
66,67,3
68,128,1
68,69,1
68,70,1
71,72,1
77,78,1
124,125,3
85,88,1
85,86,1
85,87,1
127,128,1
76,77,3
83,84,0
83,119,1
83,85,1
90,91,1
90,94,3
90,123,3
96,97,1
110,121,3
113,127,3
113,117,1
113,114,3
113,115,1
