resource_name,assignment_ids
Resource 0,43;114;174;60;260;15;161;164;27;226;6;165;249;230;127;74;155;217;156;157;284;34
Resource 1,22;244;283;292;266;51;159;172;285;209;242;87;95;229;176;280;45;20;192;153;66;0
Resource 2,25;41;62;158;247;293;98;181;212;5;110;120;101;167;36;185;231;214;254;261;232;296
Resource 3,186;69;298;133;47;85;150;207;295;109;152;102;81;219;58;225;111;224;169;79;237;270
Resource 4,89;24;104;143;195;173;277;92;253;28;63;267;148;151;281;106;204;107;199;290;196;193
Resource 5,201;241;265;86;248;184;4;140;278;70;145;125;103;189;235;188;72;88;12;239;9;94
Resource 6,210;264;171;64;61;179;180;163;29;56;113;279;17;166;262;255;128;154;112;99;228;73
Resource 7,288;44;300;216;122;263;31;32;65;49;297;246;129;130;202;276;35;274;131;132;197
Resource 8,233;198;21;3;78;200;55;291;50;75;138;90;240;10;147;256;238;149;194;289;282
Resource 9,258;116;105;48;100;91;68;46;213;54;84;77;245;203;182;23;177;146;7;13;221
Resource 10,191;257;275;141;123;271;59;124;220;39;2;1;236;205;137;134;115;168;183;218;57
Resource 11,162;243;273;67;294;11;8;121;30;299;26;287;97;37;268;135;139;117;227;52;126
Resource 12,82;33;71;269;211;83;144;223;16;76;187;40;19;53;80;252;286;118;14;119;42
Resource 13,215;250;234;142;259;38;272;18;208;178;175;222;251;190;93;96;206;170;136;108;160
