resource_name,assignment_ids
Resource 0,322;140;0;338;323;369;246;45;118;317;175;196;360;251;99;357;301;69;366;248;119;326;2;267;89;286;80;146;90;233;333;32;370;240
Resource 1,210;209;15;356;272;327;172;106;92;91;283;239;266;82;135;281;130;132;215;125;17;183;144;14;335;310;156;254;245;114;13;31;148;204
Resource 2,40;234;43;60;87;273;284;231;200;38;54;348;325;96;28;6;149;21;102;318;296;23;133;16;104;247;41;117;35;292;258;269;4;186
Resource 3,237;79;228;190;53;98;303;94;88;122;365;306;194;291;221;33;85;288;19;161;213;141;268;201;350;256;108;191;270;217;1;188;169;180
Resource 4,279;341;165;36;249;300;72;230;362;355;64;198;151;275;361;320;345;57;330;226;84;179;242;232;185;7;315;101;24;20;353;184;47;131
Resource 5,103;5;163;56;75;3;115;139;202;159;143;253;27;321;76;8;297;271;61;25;37;162;34;309;42;158;278;243;264;223;120;111;126;236
Resource 6,113;46;52;280;346;293;29;55;197;193;363;100;241;187;259;176;220;336;58;73;121;252;59;93;83;12;128;319;71;195;142;86;134;138
Resource 7,74;263;227;147;177;244;110;26;260;238;305;168;157;50;205;11;30;164;127;289;349;51;181;290;328;329;145;340;95;155;10;63;282;358
Resource 8,364;62;307;189;105;78;277;81;22;18;354;49;173;262;129;153;274;313;208;347;265;222;160;152;368;342;212;68;285;9;371;316;123;235
Resource 9,287;211;229;178;304;224;170;295;298;344;250;255;109;66;97;261;65;154;166;314;294;116;257;343;351;225;136;367;299;39;331;359;276;332
Resource 10,312;67;107;192;182;339;171;218;206;112;352;199;44;174;203;214;337;219;302;150;308;124;207;311;70;324;167;48;137;372;334;216;77
