resource_name,assignment_ids
Resource 0,285;278;96;115;320;132;290;146;47;20;243;175;180;235;296;254;82;213;259;261;281;109;48;326;245;24
Resource 1,291;194;73;286;199;250;283;230;141;267;81;266;52;299;203;264;136;15;150;192;61;241;14;224;152;1
Resource 2,31;318;231;282;333;221;57;276;269;168;172;74;200;144;117;50;166;306;54;321;294;99;251;56;273;311
Resource 3,104;112;4;279;41;182;78;75;201;212;79;128;34;220;234;118;226;55;85;91;8;189;237;217;228;324
Resource 4,157;130;325;40;83;205;167;274;238;114;292;38;198;312;313;176;186;162;244;271;153;11;301;122;317;119
Resource 5,70;310;305;331;257;161;332;101;106;149;210;190;145;133;147;80;86;7;196;126;178;334;232;42;304;322
Resource 6,111;110;171;30;29;36;284;137;173;143;222;207;63;116;77;211;307;298;138;323;227;183;140;177;25;303
Resource 7,127;209;13;255;121;62;19;65;92;100;76;202;289;214;262;275;59;27;49;66;97;43;88;39;53;87
Resource 8,249;263;12;64;60;102;33;98;28;265;107;277;218;184;314;215;95;330;174;185;252;44;229;123;93;3
Resource 9,5;187;159;328;35;193;129;46;131;308;151;179;170;71;72;300;18;240;0;188;287;295;16;197;105;164
Resource 10,158;293;272;139;219;89;45;120;248;103;165;206;142;246;90;156;68;2;169;223;195;163;216;316;329
Resource 11,260;37;17;67;9;113;288;309;191;236;327;154;22;6;225;253;315;160;280;242;258;256;297;135;270
Resource 12,32;21;108;124;51;239;181;26;319;84;247;58;10;204;302;155;125;23;268;208;233;69;134;148;94
