resource_name,assignment_ids
Resource 0,31;98;86;12;79;64;59;95
Resource 1,43;48;16;40;53;73;15;5
Resource 2,46;25;104;83;107;88;99;11
Resource 3,32;22;39;1;80;89;58;62
Resource 4,63;106;101;92;24;49;65;3
Resource 5,9;87;61;2;4;37;14;45
Resource 6,35;102;34;81;27;76;74;6
Resource 7,41;0;110;71;7;85;18
Resource 8,103;44;42;19;20;82;72
Resource 9,109;33;90;17;94;69;75
Resource 10,10;78;29;66;50;100;57
Resource 11,8;91;30;97;96;51;93
Resource 12,84;67;60;77;47;108;23
Resource 13,54;36;26;70;55;13;28
Resource 14,111;56;68;105;52;21;38
