predecessor_id,successor_id,type
66,67,3
66,69,1
66,74,1
0,55,3
0,61,1
0,23,1
81,87,3
81,83,1
81,95,1
82,98,1
82,105,1
82,91,1
82,103,1
1,53,1
67,90,1
67,102,1
67,68,3
2,32,1
2,9,1
2,108,1
25,40,1
25,36,1
3,11,1
3,16,0
42,51,1
42,57,1
99,100,0
4,41,1
4,15,3
5,97,1
5,39,3
17,35,1
17,21,3
59,64,1
59,103,1
36,56,1
32,88,1
6,92,1
6,78,3
6,40,1
33,97,1
33,49,1
19,69,1
19,20,1
7,50,1
7,80,1
34,91,1
34,41,1
65,66,1
38,39,1
38,40,3
41,42,0
41,50,1
68,76,1
68,78,1
84,93,1
39,98,1
39,92,1
89,90,1
95,101,1
107,110,1
85,87,3
85,86,1
85,88,1
85,89,0
8,83,1
8,78,1
8,101,1
49,90,1
49,111,1
49,50,0
49,88,1
10,90,1
10,62,1
10,71,3
11,108,1
12,74,1
12,40,1
12,32,1
12,98,1
13,37,1
44,86,1
44,46,1
29,49,3
29,89,1
29,95,3
29,45,1
14,85,3
14,82,1
14,36,1
20,43,1
61,69,1
110,111,1
15,35,1
43,44,1
69,111,1
28,29,1
91,92,3
70,97,0
70,77,1
70,71,3
71,100,1
62,96,1
58,105,1
58,59,1
93,94,1
93,110,3
93,96,1
93,95,1
40,43,1
40,41,1
40,47,1
72,74,1
72,90,1
72,100,1
72,73,1
72,75,1
96,97,1
16,34,1
16,17,1
16,44,1
18,37,1
18,19,1
21,107,0
22,90,1
22,44,1
22,23,0
24,25,3
24,80,3
26,32,3
26,85,1
26,37,3
106,107,1
54,76,1
30,60,1
100,110,1
98,99,1
78,79,1
45,46,1
101,102,3
27,28,1
27,30,0
31,34,3
31,37,1
31,109,3
31,106,1
31,32,1
31,33,3
35,47,0
35,62,1
35,46,3
35,36,3
47,84,3
37,38,1
37,45,3
37,61,1
37,75,1
48,49,1
51,54,1
108,109,3
108,110,1
103,104,1
52,109,0
53,87,3
53,83,1
53,54,1
64,87,3
64,65,1
64,70,1
64,72,3
56,58,1
56,91,1
56,57,1
105,106,1
105,108,1
60,62,1
60,86,3
60,61,0
63,64,1
80,81,1
80,82,1
80,84,1
80,85,1
