resource_name,assignment_ids
Resource 0,89;3;88;66;21;47;22
Resource 1,72;97;76;51;15;13;108
Resource 2,98;48;91;104;46;59;29
Resource 3,34;79;30;58;95;102;9
Resource 4,56;63;10;50;44;43;74
Resource 5,92;61;17;94;23;100;4
Resource 6,84;42;75;101;27;67;62
Resource 7,65;80;77;35;64;96;83
Resource 8,2;14;28;39;78;31;82
Resource 9,60;38;93;85;7;37;99
Resource 10,109;40;6;54;5;57;26
Resource 11,106;18;107;70;11;69;110
Resource 12,103;32;68;81;8;41;87
Resource 13,90;33;53;19;71;55;52
Resource 14,105;49;73;0;36;16;24
Resource 15,45;86;20;25;12;1
