resource_name,assignment_ids
Resource 0,53;142;187;33;169;125;95;110;99;87;36;181
Resource 1,72;43;86;106;149;153;1;24;124;16;27;130
Resource 2,56;37;156;102;59;10;164;31;112;57;189;34
Resource 3,136;14;129;22;75;48;21;97;107;165;11;63
Resource 4,146;163;67;73;42;38;118;64;132;12;161;144
Resource 5,159;113;182;94;69;122;40;100;101;88;52;117
Resource 6,66;121;108;85;171;185;186;84;111;170;49;109
Resource 7,51;35;58;30;147;23;162;188;39;77;54;93
Resource 8,60;7;176;145;28;45;4;152;120;131;157;155
Resource 9,179;15;123;76;173;115;178;91;70;79;3;41
Resource 10,96;62;92;138;65;137;139;166;74;26;127;82
Resource 11,158;140;168;175;71;90;0;172;174;150;17;44
Resource 12,151;114;61;83;2;78;177;116;81;160;47;148
Resource 13,68;25;29;105;6;98;103;141;135;8;167;126
Resource 14,13;46;18;119;32;134;128;9;133;143;55
Resource 15,19;183;180;5;20;184;154;89;50;104;80
