resource_name,assignment_ids
Resource 0,82;235;375;87;349;299;55;236;106;216;232;116;245;126;54;167;332;187;188;358;97;147;282;174;354;85;302;41
Resource 1,125;165;26;207;345;266;17;45;123;306;25;94;255;11;0;109;333;224;38;57;248;122;209;378;305;336;233;322
Resource 2,347;140;138;275;23;34;164;371;6;221;316;203;1;141;268;386;288;253;281;131;105;121;90;352;22;145;249;294
Resource 3,330;262;80;260;151;84;215;362;173;128;274;385;101;176;175;181;134;234;166;218;142;4;328;273;190;67;29;114
Resource 4,28;367;361;250;326;130;280;237;70;383;276;163;63;89;351;267;53;360;191;40;139;369;156;192;100;217;72;222
Resource 5,246;204;376;381;43;135;129;65;83;158;177;88;220;323;230;27;30;201;226;120;364;71;363;311;161;342;214;15
Resource 6,14;104;68;325;132;96;183;284;334;143;359;374;189;56;317;69;152;61;115;297;309;48;238;310;208;20;197;73
Resource 7,52;380;50;304;252;303;9;346;7;19;148;319;278;155;229;379;133;75;292;202;154;368;193;171;79;44;382;300
Resource 8,172;60;74;118;194;137;111;136;335;78;251;227;178;66;365;366;59;308;185;81;341;254;377;199;37;39;186;298
Resource 9,200;225;340;103;168;295;384;321;269;112;212;355;98;8;257;42;76;2;196;5;314;182;353;338;62;162;223
Resource 10,170;210;296;51;324;228;277;91;10;320;124;286;290;195;86;239;312;99;372;307;150;241;117;318;205;179;339
Resource 11,58;373;240;247;24;344;289;231;102;113;110;108;370;219;356;160;32;92;184;313;301;348;206;270;213;12;258
Resource 12,256;144;77;33;3;95;315;244;93;119;16;243;159;49;293;291;331;149;35;180;357;337;36;265;127;169;271
Resource 13,285;263;350;46;242;64;107;157;261;153;343;287;21;18;13;31;264;259;198;47;329;279;146;211;272;283;327
