resource_name,assignment_ids
Resource 0,203;354;188;212;227;314;197;296;263;458;277;220;159;145;93;323;465;382;293;73;444;45;71;112;455
Resource 1,393;429;194;238;144;434;137;423;377;320;379;97;200;337;123;37;403;397;54;371;179;310;332;260;232
Resource 2,282;307;376;265;131;430;18;201;5;341;130;57;346;344;198;362;304;302;26;125;298;401;443;321;4
Resource 3,78;47;122;457;24;259;153;190;147;132;208;355;126;420;380;90;245;82;400;172;109;248;357;7;135
Resource 4,370;288;317;95;407;301;251;11;88;142;209;171;353;463;305;55;163;161;74;342;285;438;113;415;53
Resource 5,27;12;361;46;460;237;278;326;335;50;230;91;383;240;333;152;439;70;306;394;322;19;388;366;425
Resource 6,416;414;219;114;427;62;287;155;411;360;176;21;181;303;284;421;189;29;456;58;1;111;61;60;250
Resource 7,468;43;63;319;211;6;352;292;39;31;119;389;276;433;205;375;374;275;413;308;257;139;286;217;280
Resource 8,422;431;266;453;120;178;49;103;309;351;38;262;368;324;67;206;94;279;436;76;347;381;0;294;23
Resource 9,372;79;215;271;234;313;316;99;228;236;233;367;315;345;328;356;446;180;34;452;224;22;442;462;32
Resource 10,69;2;196;424;447;166;441;435;350;185;363;156;454;252;338;364;210;253;467;365;459;258;385;204;191
Resource 11,96;395;186;115;349;56;340;387;464;281;289;20;81;3;157;40;150;254;226;52;48;256;162;108;102
Resource 12,9;77;419;243;182;336;417;202;107;391;440;396;290;405;169;300;33;246;98;299;221;170;80;418;412
Resource 13,311;173;213;36;146;124;222;283;348;183;192;409;297;148;184;140;85;274;65;406;72;216;89;331
Resource 14,255;175;10;149;44;359;358;87;164;134;386;448;291;451;461;64;177;339;136;138;83;8;68;264
Resource 15,466;312;59;116;214;86;128;267;193;160;428;399;268;42;404;118;384;106;398;327;343;249;167;101
Resource 16,105;402;143;75;104;28;231;110;273;426;133;295;241;410;199;369;17;437;373;158;325;141;390;92
Resource 17,195;318;151;225;30;392;100;270;272;84;334;14;450;235;187;16;35;168;432;41;378;165;244;330
Resource 18,223;239;25;66;174;127;261;242;121;13;449;207;129;117;15;445;329;269;51;218;247;229;154;408
