resource_name,assignment_ids
Resource 0,277;119;21;295;179;244;324;6;110;156;161;279;240;330;38;138;102;178;113;153;294;170;1;70;172;208
Resource 1,89;213;191;270;162;54;2;104;203;74;0;55;41;129;326;309;248;217;190;298;276;157;195;226;187;300
Resource 2,142;46;246;78;32;101;164;308;193;86;202;97;325;150;25;15;278;256;247;83;48;196;200;301;34;302
Resource 3,332;23;180;30;211;132;112;39;103;291;88;253;69;322;73;111;163;214;174;317;116;219;115;306;222;331
Resource 4,63;297;127;216;33;58;141;257;228;143;14;136;19;77;184;50;66;311;181;169;182;280;328;93;71;224
Resource 5,254;321;31;230;84;185;13;87;107;239;151;283;259;271;80;307;117;210;284;207;249;165;128;198;243;204
Resource 6,37;92;3;152;59;305;205;61;313;10;255;109;148;218;175;99;108;290;160;7;134;5;171;194;227;229
Resource 7,197;133;220;286;12;232;122;296;242;238;264;139;137;287;269;319;223;147;267;85;94;272;155;261;44;281
Resource 8,24;9;90;126;64;120;4;323;114;158;75;314;82;36;68;310;146;273;329;183;173;212;268;260;252
Resource 9,81;29;225;145;285;45;265;209;206;251;60;320;236;263;49;95;188;47;159;140;274;258;11;18;237
Resource 10,16;312;65;299;177;149;318;131;282;57;192;292;35;105;289;51;43;79;201;245;221;100;62;233;17
Resource 11,98;186;42;26;315;72;199;96;124;167;123;215;27;40;118;130;327;250;144;56;106;303;262;316;241
Resource 12,76;293;176;53;304;125;168;235;8;135;28;67;52;121;154;266;20;231;91;166;275;22;234;288;189
