resource_name,assignment_ids
Resource 0,43;263;345;268;134;329;297;59;321;264;206;207;1;33;6;99;233;116;131;32;155;385;125;114;73;343;276;87;184;338;265;304;363;369;262;388;57;287;301;288
Resource 1,336;182;66;72;386;136;11;223;227;374;10;344;372;12;119;375;328;212;311;127;65;75;62;303;61;358;273;19;308;218;224;153;383;45;22;130;244;20;202;211
Resource 2,176;67;138;144;5;334;14;174;56;9;257;300;295;250;201;0;229;342;147;90;189;253;122;340;377;310;4;282;92;162;258;393;97;356;274;221;355;251;357;347
Resource 3,291;346;77;298;313;111;290;208;180;192;76;284;154;178;102;315;389;199;324;351;51;25;46;140;42;161;213;361;302;237;94;39;312;348;21;352;166;2;337;360
Resource 4,209;105;382;145;322;296;48;259;152;333;203;142;135;23;137;126;252;118;80;167;210;378;305;387;281;108;318;169;371;187;217;123;156;98;379;376;50;219;354;285
Resource 5,37;332;283;106;157;239;205;261;143;214;319;325;146;190;260;172;323;88;272;177;79;71;307;53;255;168;316;330;141;68;245;84;112;148;380;267;394;216;367;215
Resource 6,226;254;109;34;13;31;133;364;3;240;309;279;242;151;204;326;104;289;370;197;293;158;391;89;231;373;230;15;117;36;47;249;29;341;175;113;365;390;64
Resource 7,26;232;350;165;278;40;234;327;60;317;280;236;277;238;82;331;81;18;183;163;335;196;35;149;115;381;8;314;69;198;384;38;235;195;181;171;292;170;100
Resource 8,269;349;188;101;173;17;63;52;275;225;270;28;24;120;266;368;139;150;96;44;228;86;246;271;247;395;129;294;194;160;200;392;124;159;185;83;248;107;91
Resource 9,70;74;320;186;121;132;27;58;366;243;41;306;95;241;339;128;299;30;78;7;191;54;359;164;286;110;222;55;49;193;16;179;103;85;220;353;362;93;256
