predecessor_id,successor_id,type
0,355,1
0,326,1
1,207,3
1,227,1
2,111,0
3,148,0
3,68,1
3,77,0
3,102,3
3,95,1
4,133,1
4,99,3
217,319,1
302,351,1
302,305,1
5,237,1
5,124,3
13,237,3
13,182,1
13,212,1
6,118,1
6,123,1
81,208,1
69,100,1
7,187,3
7,98,3
7,256,1
7,253,1
7,248,1
157,186,1
157,159,3
344,347,1
191,196,1
191,323,1
8,297,3
9,243,1
259,336,1
10,263,1
10,287,3
11,340,1
12,13,0
205,206,0
303,314,1
303,304,1
14,116,1
15,238,1
15,151,1
16,194,1
16,111,1
16,182,0
16,22,1
339,340,1
17,97,1
17,357,3
18,146,0
18,89,1
18,99,1
18,80,1
273,274,1
19,253,1
19,101,1
19,200,1
20,312,1
20,206,1
322,323,0
219,221,0
21,86,1
21,140,1
21,220,1
22,102,0
22,248,1
22,247,1
22,60,1
201,251,1
201,203,1
333,334,1
333,335,1
315,324,3
315,320,3
249,277,1
249,294,1
349,359,1
246,250,1
246,317,0
246,252,1
23,237,1
23,114,1
24,169,3
25,119,1
223,224,3
26,88,1
26,100,0
26,350,0
27,317,1
27,91,1
311,312,1
311,335,0
28,93,1
28,330,1
29,272,1
30,235,0
30,35,1
30,79,1
304,319,1
304,308,1
304,322,1
270,271,1
270,291,3
31,173,1
32,300,1
32,141,1
32,242,1
32,193,3
32,64,1
33,243,1
33,137,1
33,81,1
70,262,3
70,71,1
335,336,1
34,146,1
34,347,1
71,75,1
71,119,1
71,192,0
71,191,1
71,354,1
165,172,1
165,242,1
165,293,1
165,169,1
165,252,0
35,156,1
35,134,1
266,275,1
266,279,1
72,76,1
72,74,0
72,206,1
267,282,1
267,268,0
267,276,1
267,269,1
36,118,1
36,295,1
183,210,1
88,147,3
73,88,1
73,156,3
74,158,3
74,162,1
37,129,1
37,88,1
37,155,0
37,296,3
164,165,1
164,166,3
164,170,1
38,243,1
39,132,3
40,141,1
40,124,3
40,136,1
348,349,1
348,354,1
41,238,1
41,98,1
184,193,1
42,101,0
42,228,1
42,261,1
42,293,3
42,61,1
42,186,0
166,243,1
166,167,1
166,176,1
257,261,1
257,260,1
257,258,3
168,187,1
43,218,1
43,176,1
220,288,1
44,355,3
44,93,1
271,285,1
271,277,1
271,273,1
271,272,3
120,153,1
45,185,1
46,350,1
46,293,3
46,63,1
46,80,1
46,346,1
154,155,1
306,359,1
306,307,0
75,290,3
75,272,1
48,144,3
48,176,1
234,238,0
234,236,3
234,243,1
85,166,0
269,309,1
269,327,0
269,270,1
76,142,1
76,229,1
76,187,1
76,149,1
47,48,1
47,173,1
49,308,1
49,351,1
50,131,1
50,51,3
50,99,1
52,309,1
52,127,1
52,191,3
53,135,1
235,237,1
235,242,1
235,240,1
288,289,1
288,290,1
288,297,1
230,231,1
230,318,1
155,206,1
155,332,1
258,259,1
258,285,1
202,353,1
139,142,1
139,228,1
139,200,1
248,249,1
54,98,1
54,178,3
206,310,1
206,298,3
203,260,1
250,251,3
101,285,3
101,225,1
55,261,1
55,308,1
55,132,1
158,298,1
228,229,1
228,230,1
56,120,1
56,171,3
276,295,1
332,333,1
332,349,1
332,337,3
104,161,1
104,200,1
104,285,3
128,129,1
57,181,0
57,224,1
57,343,1
57,308,1
58,226,1
58,339,1
58,135,1
58,182,1
59,196,3
59,310,3
60,245,0
60,297,1
62,334,1
63,198,1
63,227,1
236,293,1
167,241,1
167,168,1
167,258,1
130,288,1
130,335,1
130,268,3
130,131,1
292,294,1
64,301,1
64,337,1
194,274,3
194,247,0
65,175,1
65,239,1
65,155,1
330,331,1
330,332,3
137,152,3
137,138,1
159,160,1
159,162,1
159,189,1
142,319,3
142,143,1
142,354,1
142,252,3
277,278,1
66,250,1
66,271,1
190,198,1
190,192,1
190,191,0
190,207,1
279,286,1
279,280,3
131,197,3
131,314,3
221,297,3
187,188,1
187,198,1
67,314,1
67,178,1
67,172,1
68,73,1
68,69,1
68,70,1
68,72,1
341,342,0
77,152,1
140,148,1
140,350,1
140,144,1
140,335,1
192,197,1
192,195,1
192,193,0
192,194,0
192,248,1
78,79,1
78,287,1
80,345,1
80,81,1
252,334,1
252,253,1
149,161,1
149,271,3
149,219,1
121,241,3
316,317,0
353,358,0
353,354,1
82,266,1
282,283,1
282,350,1
282,287,1
255,259,1
83,129,1
83,238,1
83,118,0
83,243,1
84,181,1
84,184,1
84,162,1
84,85,1
141,142,1
141,150,1
86,195,1
86,331,0
86,179,1
87,329,3
87,88,1
87,131,0
87,191,1
87,214,1
351,352,1
351,353,0
240,333,1
240,241,3
240,301,1
309,313,1
309,311,1
309,310,1
89,113,0
293,308,1
325,343,1
195,336,1
195,204,1
169,289,1
169,285,3
199,272,1
244,245,0
244,247,1
244,321,0
244,248,1
244,246,3
119,121,0
119,184,1
119,305,1
119,220,1
119,259,3
119,120,1
90,238,1
90,258,1
90,103,1
90,91,1
188,348,1
188,350,1
188,217,3
92,340,1
200,202,1
200,201,1
284,336,1
94,277,1
95,323,0
95,241,3
95,124,1
222,249,1
222,223,1
177,226,1
177,179,1
127,261,0
127,128,0
127,339,1
127,130,1
214,253,1
100,253,3
100,317,1
100,101,1
317,318,1
96,146,3
96,158,1
96,278,1
160,161,3
124,340,3
124,281,3
350,356,1
350,351,1
97,111,3
97,122,1
97,203,1
153,232,1
153,154,0
153,252,1
98,310,1
98,126,3
98,103,3
98,282,1
355,356,3
355,357,3
99,108,1
99,173,3
99,100,1
99,189,1
170,200,1
170,171,1
170,337,0
102,171,1
102,176,1
102,155,1
102,202,0
213,215,1
213,214,1
138,140,1
138,139,1
138,141,0
314,316,1
314,315,0
254,313,1
254,283,3
254,357,1
254,255,1
321,322,0
210,334,1
210,211,0
286,351,1
103,104,1
263,264,3
105,300,1
105,106,1
105,284,0
105,186,3
178,316,3
178,228,1
178,220,1
107,231,1
107,114,3
107,314,3
107,117,1
287,288,3
108,226,1
108,222,1
108,325,1
108,145,1
109,197,1
215,265,3
347,355,3
347,348,1
347,350,3
110,111,1
110,120,1
110,126,1
261,328,1
261,263,1
261,262,3
144,287,1
144,145,0
111,257,1
111,199,1
111,305,1
198,200,1
198,199,1
112,352,1
113,190,1
113,114,1
204,246,1
204,205,1
256,257,3
256,265,1
146,250,3
146,147,1
146,323,3
146,205,1
291,293,3
291,315,3
291,335,3
291,292,1
265,281,1
265,284,1
265,266,1
265,267,3
115,126,0
115,176,1
115,116,1
117,241,1
117,260,1
212,216,1
212,213,1
212,252,1
118,119,1
118,314,1
122,261,1
122,259,3
123,222,1
123,124,1
123,272,1
123,145,1
162,216,1
162,271,3
162,260,1
162,247,1
295,310,1
295,296,1
125,316,1
125,322,1
125,353,1
216,217,1
148,149,1
148,286,1
148,227,1
126,228,1
126,127,1
238,342,1
238,239,0
238,279,1
238,240,1
151,206,1
172,175,1
172,241,1
172,331,3
172,173,1
172,174,1
150,151,1
150,256,1
150,341,1
242,359,1
242,308,1
175,196,1
175,347,1
152,153,1
152,297,1
133,226,1
133,339,0
133,305,1
179,209,1
134,179,1
134,168,3
134,137,1
209,210,0
209,212,3
176,177,1
176,178,1
340,341,0
135,146,1
135,136,1
135,137,1
320,321,1
343,345,1
343,346,0
343,344,1
156,157,3
156,158,1
156,173,1
163,164,1
297,298,0
180,195,3
181,353,1
324,325,1
324,326,3
243,256,1
243,244,1
243,254,1
182,202,1
182,184,3
182,183,3
207,208,1
207,209,1
185,210,1
185,317,1
186,187,1
186,223,1
189,190,1
218,234,1
218,219,1
218,220,1
218,222,1
218,225,1
226,228,1
226,227,1
226,232,1
233,235,3
233,234,3
299,300,1
301,327,1
301,302,3
301,309,1
301,303,0
301,306,1
328,329,1
328,346,1
328,330,1
338,339,1
338,343,1
