resource_name,assignment_ids
Resource 0,224;235;110;178;347;223;76;101;339;258;164;225;249;46;239;6;134;204;301;202;47;148;234;198;329;114;73;351
Resource 1,252;193;79;40;340;48;15;189;64;191;195;122;278;286;319;140;113;172;88;199;218;207;190;187;26;200;104;311
Resource 2,0;83;145;321;165;306;89;54;217;231;325;146;304;19;56;103;96;125;251;324;136;147;185;51;296;205;86;176
Resource 3,31;94;348;315;186;310;129;10;33;12;302;241;163;55;316;208;318;287;279;216;323;245;3;91;259;303;203;177
Resource 4,99;75;305;277;70;345;107;250;322;354;120;298;22;1;273;93;68;268;78;232;173;65;84;167;133;266;253;157
Resource 5,69;222;74;352;299;151;92;102;226;275;346;332;28;39;60;282;175;97;58;269;290;143;130;153;194;221;100;166
Resource 6,261;337;23;201;210;127;257;45;9;180;331;327;183;112;336;338;21;330;72;284;108;121;138;142;314;272;105;66
Resource 7,308;128;168;335;85;36;141;35;212;124;356;188;254;192;342;293;87;288;206;264;214;59;154;43;280;5;135;213
Resource 8,244;297;285;156;150;276;13;294;196;240;219;2;317;274;77;98;17;267;326;50;37;52;71;343;80;160;7;149
Resource 9,184;49;53;260;115;16;357;242;256;289;4;81;159;27;211;313;155;341;209;57;359;152;247;161;8;300;312
Resource 10,270;238;171;320;32;307;126;328;169;281;116;358;263;309;62;230;25;137;18;38;118;228;42;295;111;265;14
Resource 11,170;349;162;220;255;61;174;229;132;119;179;41;34;197;117;30;271;248;123;106;29;182;243;44;67;344;24
Resource 12,262;227;181;353;144;283;158;236;82;63;90;292;291;237;11;333;95;131;215;233;246;109;334;139;20;350;355
