resource_name,assignment_ids
Resource 0,68;65;0;81;8;34;49
Resource 1,77;108;73;38;63;62;5
Resource 2,95;28;48;103;2;33;101
Resource 3,79;74;54;111;1;61;17
Resource 4,96;97;70;20;9;25;60
Resource 5,42;56;67;15;78;85;36
Resource 6,57;46;13;94;110;40;76
Resource 7,106;3;93;16;47;35;89
Resource 8,4;69;104;100;30;11;87
Resource 9,31;80;39;82;64;59;52
Resource 10,29;22;23;24;71;99
Resource 11,26;45;86;107;91;105
Resource 12,43;84;88;19;75;50
Resource 13,37;55;72;6;21;44
Resource 14,83;7;58;109;102;18
Resource 15,66;14;41;92;53;32
Resource 16,10;90;12;51;27;98
