id,hours,start,duration
0,710,0,71
1,169,0,16
2,50,0,5
3,76,0,7
4,281,0,28
5,252,0,25
6,194,7,19
7,105,0,10
8,134,10,13
9,444,0,44
10,81,44,8
11,355,52,35
12,270,0,27
13,50,0,5
14,111,44,11
15,194,26,19
16,64,39,6
17,126,44,12
18,102,44,10
19,148,54,14
20,122,0,12
21,95,12,9
22,55,0,5
23,128,21,12
24,61,12,6
25,410,25,41
26,78,5,7
27,91,0,9
28,145,10,14
29,346,56,34
30,159,90,15
31,244,90,24
32,311,24,31
33,140,68,14
34,95,55,9
35,57,64,5
36,85,64,8
37,67,66,6
38,63,72,6
39,73,72,7
40,64,79,6
41,58,79,5
42,76,90,7
43,162,79,16
44,146,72,14
45,62,90,6
46,154,64,15
47,132,96,13
48,58,109,5
49,332,114,33
50,55,114,5
51,67,114,6
52,197,109,19
53,105,128,10
54,214,79,21
