id,hours,start,duration
0,109,0,10
1,162,0,16
2,163,0,16
3,207,0,20
4,475,0,47
5,59,0,5
6,52,0,5
7,81,5,8
8,75,0,7
9,296,0,29
10,77,0,7
11,202,0,20
12,82,0,8
13,50,0,5
14,55,20,5
15,103,25,10
16,404,0,40
17,123,0,12
18,50,0,5
19,51,0,5
20,52,40,5
21,359,0,35
22,140,10,14
23,56,0,5
24,200,5,20
25,101,0,10
26,233,0,23
27,61,23,6
28,70,0,7
29,55,29,5
30,155,0,15
31,85,0,8
32,85,0,8
33,55,3,5
34,95,0,9
35,74,9,7
36,268,16,26
37,51,0,5
38,151,7,15
39,51,0,5
40,212,0,21
41,793,45,79
42,90,7,9
43,410,16,41
44,162,0,16
45,73,0,7
46,66,0,6
47,220,0,22
48,52,0,5
49,121,5,12
50,123,7,12
51,160,19,16
52,50,35,5
53,52,40,5
54,60,45,6
55,64,40,6
56,50,46,5
57,234,0,23
58,50,25,5
59,105,0,10
60,413,0,41
61,230,7,23
62,51,0,5
63,80,47,8
64,64,47,6
65,64,25,6
66,70,46,7
67,192,0,19
68,139,0,13
69,670,13,67
70,671,80,67
71,415,0,41
72,295,0,29
73,144,25,14
74,50,45,5
75,164,0,16
76,306,22,30
77,128,53,12
78,50,16,5
79,160,40,16
80,108,5,10
81,174,0,17
82,463,35,46
83,144,81,14
84,111,81,11
85,51,92,5
86,408,97,40
87,100,0,10
88,117,0,11
89,62,0,6
90,50,6,5
91,832,7,83
92,640,0,64
93,1058,64,105
94,296,10,29
95,307,39,30
96,95,24,9
97,174,24,17
98,56,39,5
99,51,0,5
100,79,41,7
101,313,5,31
102,54,55,5
103,131,55,13
104,68,0,6
105,226,11,22
106,95,45,9
107,73,23,7
108,91,10,9
109,60,19,6
110,224,40,22
111,79,6,7
112,374,13,37
113,231,50,23
114,203,57,20
115,1066,5,106
116,58,0,5
117,131,16,13
118,94,29,9
119,63,38,6
120,419,44,41
121,712,124,71
122,66,195,6
123,50,29,5
124,111,25,11
125,51,36,5
126,408,36,40
127,417,97,41
128,68,41,6
129,102,41,10
130,657,62,65
131,106,127,10
132,199,169,19
133,55,188,5
134,50,127,5
135,83,127,8
136,165,193,16
137,827,209,82
138,192,291,19
139,144,209,14
140,132,223,13
141,58,135,5
142,100,140,10
143,1043,46,104
144,72,143,7
145,99,150,9
146,88,236,8
147,50,0,5
