resource_name,assignment_ids
Resource 0,12;93;133;85;87;47;37;5;0;109
Resource 1,66;127;4;118;121;59;65;86;110;131
Resource 2,95;36;89;135;116;46;49;50;111;40
Resource 3,69;136;73;70;48;138;139;9;108;77
Resource 4,38;39;24;126;41;8;25;2;113;61
Resource 5,71;42;33;67;124;64;104;79;101;147
Resource 6,45;134;31;143;13;88;117;18;96;144
Resource 7,114;58;16;137;72;125;17;55;103;21
Resource 8,19;97;92;141;130;75;115;142;28;68
Resource 9,10;23;35;91;90;132;128;56;53;3
Resource 10,120;32;100;54;78;123;14;94;6;1
Resource 11,122;112;52;43;7;22;98;44;106;82
Resource 12,146;129;15;30;62;29;80;105;57;27
Resource 13,26;81;83;145;140;63;34;99;84
Resource 14,102;107;20;119;74;51;11;76;60
