resource_name,assignment_ids
Resource 0,192;285;34;243;182;260;128;145;107;12;270;222;195;163;91;66;340;183;337;305;209
Resource 1,282;267;162;239;177;338;294;59;57;131;144;217;303;142;218;103;120;283;23;176;116
Resource 2,16;45;115;286;36;343;297;146;47;148;73;326;96;289;13;215;277;329;300;19;99
Resource 3,11;178;62;4;259;245;55;311;319;126;184;287;230;42;191;152;18;118;264;40;31
Resource 4,290;111;38;339;32;82;71;147;50;17;341;54;102;86;124;225;0;211;204;121;89
Resource 5,64;269;156;104;155;28;194;318;87;72;200;316;188;125;84;214;143;161;344;242;159
Resource 6,14;132;342;234;181;201;105;75;10;333;157;63;236;244;208;256;114;95;197;330;94
Resource 7,93;20;266;58;168;170;1;206;51;228;238;129;278;149;26;250;310;69;35;74
Resource 8,335;172;263;137;255;280;98;113;52;314;265;346;21;205;252;216;224;25;247;15
Resource 9,198;322;187;274;291;78;262;232;331;85;189;226;3;123;220;268;261;249;76;307
Resource 10,41;273;43;288;336;138;301;133;186;315;258;164;196;165;101;153;79;276;108;296
Resource 11,53;109;237;44;292;56;313;233;122;207;49;140;8;9;271;275;2;323;61;65
Resource 12,67;37;29;169;46;284;320;97;81;80;272;221;334;199;134;345;160;154;112;7
Resource 13,135;219;92;254;179;210;139;100;332;151;246;293;299;136;24;90;22;150;241;240
Resource 14,235;312;141;185;117;309;248;298;175;167;130;306;279;70;39;212;257;203;83;327
Resource 15,302;193;6;251;281;77;317;325;68;5;127;30;158;88;33;213;166;110;174;253
Resource 16,180;328;304;119;308;171;202;324;27;231;227;223;106;190;60;295;173;321;229;48
