id,hours,start,duration
0,60,0,6
1,69,0,6
2,326,0,32
3,72,0,7
4,50,0,5
5,127,5,12
6,127,0,12
7,109,0,10
8,61,11,6
9,113,6,11
10,607,11,60
11,51,0,5
12,65,5,6
13,77,12,7
14,94,71,9
15,91,10,9
16,221,19,22
17,51,0,5
18,475,19,47
19,84,6,8
20,185,66,18
21,268,14,26
22,199,14,19
23,61,74,6
24,209,74,20
25,62,80,6
26,143,72,14
27,59,66,5
28,74,71,7
29,206,86,20
30,232,106,23
31,256,106,25
32,338,80,33
33,559,113,55
34,68,14,6
35,75,20,7
36,50,27,5
37,143,14,14
38,50,106,5
39,108,111,10
40,54,113,5
41,232,111,23
42,90,118,9
43,111,127,11
44,1090,127,109
45,75,106,7
46,127,99,12
47,146,106,14
48,423,120,42
