resource_name,assignment_ids
Resource 0,144;244;195;163;180;147;204;206;61;36;240;197;76;31;74;71
Resource 1,242;19;96;199;68;210;66;193;246;123;154;132;182;173;101;223
Resource 2,196;234;247;121;179;37;201;166;120;160;34;189;183;81;142;6
Resource 3,107;93;155;56;153;54;152;72;53;191;15;45;202;1;67;224
Resource 4,135;8;226;38;14;116;178;216;208;103;219;158;139;235;98;177
Resource 5,241;25;85;125;133;11;192;9;30;28;40;47;60;7;75;91
Resource 6,124;63;114;140;184;77;109;4;213;44;3;26;112;122;236;5
Resource 7,128;230;221;10;214;82;209;59;95;227;157;90;159;50;181;203
Resource 8,119;222;217;65;231;78;190;232;194;43;115;185;162;150;79
Resource 9,16;64;110;169;99;238;117;137;0;22;84;39;24;27;175
Resource 10,18;228;86;215;212;168;229;58;146;92;127;188;108;174;145
Resource 11,106;102;97;187;138;104;21;225;118;136;130;129;55;134;220
Resource 12,156;12;186;41;218;2;69;149;83;167;113;35;87;105;233
Resource 13,20;200;51;198;176;148;80;88;57;70;171;29;126;62;170
Resource 14,32;205;42;245;243;48;143;89;23;46;211;17;207;164;239
Resource 15,94;13;131;33;141;111;52;100;151;165;161;172;49;237;73
