resource_name,assignment_ids
Resource 0,329;384;232;18;94;280;389;250;318;141;175;376;165;261;380;91;125;368;126;425;101;151;328;203;289;58;171;132;12;215
Resource 1,394;202;262;135;302;211;30;104;156;77;351;119;71;83;76;284;192;410;25;145;366;412;40;357;264;251;193;48;225;144
Resource 2,164;324;95;437;80;423;100;33;310;417;443;275;397;374;13;32;241;330;153;265;6;405;200;296;152;127;277;311;308;377
Resource 3,436;188;245;438;93;409;149;347;295;355;8;52;163;390;89;316;396;137;426;271;270;112;440;253;365;263;403;148;401;46
Resource 4,282;301;414;326;297;269;322;430;5;294;354;342;205;140;292;220;176;239;218;356;15;139;415;382;350;65;230;57;90;128
Resource 5,236;235;98;133;434;85;198;320;226;167;42;309;343;55;209;259;385;319;299;64;413;99;402;361;97;61;229;70;400;345
Resource 6,207;445;172;300;363;419;114;288;433;323;39;286;43;337;208;184;424;447;283;421;191;34;195;217;73;4;50;408;278;273
Resource 7,81;291;7;143;317;82;31;49;154;120;60;224;86;372;115;334;227;213;352;216;170;20;315;279;51;204;122;162;157;422
Resource 8,111;178;23;331;72;442;63;108;339;285;441;106;369;392;327;370;246;268;379;183;221;231;0;59;399;37;196;161;348;29
Resource 9,102;335;134;439;266;233;429;378;321;117;197;79;214;312;431;160;45;68;333;272;258;38;304;393;364;10;252;9;267;185
Resource 10,109;19;325;142;411;281;257;435;428;444;146;130;103;69;2;113;391;47;190;341;124;395;107;44;21;223;244;303;219;358
Resource 11,344;75;181;446;96;260;228;237;255;336;121;136;35;17;129;92;26;371;11;186;182;313;349;166;66;147;290;179;242;36
Resource 12,155;118;386;249;418;3;254;116;353;150;1;210;27;169;247;373;28;367;305;222;88;22;174;346;131;173;159;248;177;78
Resource 13,314;274;387;54;105;375;67;420;307;360;383;287;201;187;41;110;16;432;276;407;14;206;189;234;427;199;404;238;306
Resource 14,340;381;53;194;24;293;138;406;240;388;398;56;338;212;359;123;416;243;256;84;62;74;87;298;180;158;168;362;332
