resource_name,assignment_ids
Resource 0,408;158;377;213;255;260;40;21;245;378;162;363;407;409;366;335;47;144;221;358;95;368;347;77;310;153;379;199;64;333;84;263;269;30
Resource 1,151;20;344;139;236;54;401;319;250;308;393;196;79;422;424;82;90;124;26;303;306;5;197;166;359;228;24;209;92;71;298;85;373;235
Resource 2,110;282;78;35;129;1;34;101;369;397;184;25;277;390;381;323;283;36;180;394;292;163;374;175;224;179;421;332;157;142;311;145;231;361
Resource 3,168;433;356;206;173;386;3;12;364;289;186;403;288;287;138;60;174;241;69;44;16;42;265;113;229;105;299;14;294;41;106;382;267;198
Resource 4,251;27;346;238;262;45;8;46;239;385;130;58;49;19;243;413;278;391;150;59;33;388;365;217;380;415;360;38;304;75;305;191;274;404
Resource 5,330;345;207;0;66;276;55;402;411;187;227;137;431;216;165;419;302;52;183;68;370;200;114;220;122;160;336;204;405;275;80;232;65;51
Resource 6,109;176;271;94;107;418;161;120;312;202;108;425;342;136;392;97;192;318;4;211;62;121;296;208;355;164;10;324;96;212;432;252;103;343
Resource 7,281;349;295;147;22;126;159;125;2;111;357;372;434;316;354;127;7;140;268;181;237;70;115;214;249;307;188;400;348;154;314;254;256;201
Resource 8,119;351;389;383;315;321;31;223;23;88;247;169;272;226;234;182;313;416;185;50;190;429;9;320;286;152;222;430;291;258;399;53;273;193
Resource 9,28;15;57;297;240;11;63;339;141;325;352;362;73;155;353;203;67;93;172;83;118;61;427;334;338;242;244;210;146;279;371;13;436;48
Resource 10,337;17;438;326;37;270;133;309;301;205;331;259;104;396;387;87;149;194;410;327;340;428;300;417;135;293;253;117;225;76;215;134;384
Resource 11,43;29;39;329;328;437;398;195;290;257;395;177;367;170;102;99;285;6;128;341;317;74;218;435;72;189;420;86;322;423;284;112;350
Resource 12,167;261;246;412;266;426;376;123;132;81;414;143;98;233;178;375;131;248;406;116;56;91;89;18;171;100;32;156;280;219;230;148;264
