resource_name,assignment_ids
Resource 0,177;319;266;251;325;222;236;317;110;207;97;188;228;146;157;14;141;340;0;212;204;305;83;215;154;287
Resource 1,77;310;108;76;178;205;252;223;200;91;217;158;303;145;187;264;206;111;341;344;105;218;47;75;152;121
Resource 2,90;156;51;338;31;160;162;350;37;346;21;166;183;32;143;118;50;139;100;98;345;208;107;125;36;328
Resource 3,247;211;142;291;129;170;123;240;7;20;147;275;219;270;257;136;68;250;24;1;194;150;18;347;180;189
Resource 4,144;165;320;127;239;44;186;181;134;280;56;255;195;330;214;235;254;299;191;164;237;268;225;260;288;323
Resource 5,279;333;73;327;174;45;26;229;88;231;307;306;196;241;351;8;48;168;84;106;278;112;92;22;298;57
Resource 6,99;316;326;232;94;74;109;4;292;43;17;102;5;352;131;261;69;126;249;28;117;201;336;210;13;184
Resource 7,301;197;209;233;258;198;33;230;93;295;243;221;179;203;172;304;314;163;276;289;9;59;246;185;167;135
Resource 8,283;96;82;124;53;115;315;63;216;119;128;40;55;171;297;355;263;60;122;85;72;224;182;130;302
Resource 9,35;161;213;11;322;271;65;277;38;81;2;335;244;39;101;54;262;78;80;133;104;120;114;354;312
Resource 10,190;353;357;95;70;348;296;192;238;269;61;149;337;267;284;173;339;329;15;3;324;49;79;29;309
Resource 11,175;67;334;62;86;245;132;193;151;138;34;356;30;66;41;311;153;300;42;169;318;176;116;19;272
Resource 12,25;27;148;202;343;253;293;226;199;313;220;6;10;12;274;140;58;52;87;332;155;286;16;342;234
Resource 13,242;71;265;331;349;308;290;294;159;137;281;285;273;113;256;89;248;259;23;227;64;103;282;321;46
