resource_name,assignment_ids
Resource 0,192;354;385;195;256;306;353;300;329;128;200;413;6;88;263;208;424;111;95;216;110;343;0;75;204;211;187;19;416;403;96
Resource 1,328;428;153;467;28;450;411;81;26;230;459;406;330;118;224;349;319;38;25;436;466;485;149;241;280;475;8;148;33;339;351
Resource 2,341;37;121;387;235;100;378;374;272;156;89;21;105;402;303;215;480;31;86;78;155;190;217;209;361;157;295;169;377;432;383
Resource 3,60;134;185;236;20;140;404;189;57;32;23;53;228;287;227;72;392;104;51;381;457;325;391;270;196;421;471;279;147;166;257
Resource 4,233;484;70;305;126;124;338;245;116;336;242;141;296;362;429;66;64;36;386;183;218;356;168;474;293;264;407;400;9;184;150
Resource 5,410;442;483;62;346;426;269;107;277;133;307;423;259;176;470;448;320;327;179;67;24;1;213;433;434;394;365;364;142;312;12
Resource 6,286;170;345;344;479;174;449;15;473;41;379;437;317;22;76;220;99;49;427;2;73;4;123;408;68;415;180;79;161;465;101
Resource 7,430;94;55;158;207;226;431;294;454;198;221;258;11;318;46;417;348;7;199;422;390;393;333;334;460;482;173;108;154;160
Resource 8,127;210;244;298;14;323;331;175;223;453;125;274;278;335;438;355;48;398;159;443;202;113;409;478;203;275;373;231;18;182
Resource 9,30;250;135;13;143;291;90;197;266;316;314;337;308;34;91;271;350;420;234;468;289;10;144;358;52;441;102;152;288;425
Resource 10,310;50;237;276;440;106;58;238;368;444;376;71;357;243;44;132;240;267;29;451;301;384;273;87;129;82;229;340;265;285
Resource 11,313;395;193;371;297;418;290;246;178;97;119;186;311;347;194;477;63;92;463;137;84;283;370;167;396;464;281;360;367;138
Resource 12,214;414;412;332;455;369;456;363;74;462;117;452;27;249;122;45;324;445;171;292;248;54;163;109;388;80;191;40;476;252
Resource 13,439;284;16;139;399;35;42;321;206;146;486;481;59;177;205;260;131;181;103;239;447;112;17;268;359;43;47;165;458;145
Resource 14,255;93;232;397;98;372;299;114;382;326;261;188;251;419;162;77;65;262;61;315;115;219;389;3;380;222;253;302;472;352
Resource 15,435;405;85;39;130;83;201;446;309;304;151;5;69;342;322;164;282;469;247;461;401;56;172;375;254;136;366;212;120;225
