resource_name,assignment_ids
Resource 0,51;124;53;79;87;69;163;144;178;100;60;7;91;81;117;0;82;34;137;161;187
Resource 1,105;106;165;111;77;140;115;36;49;43;27;73;68;176;126;201;76;186;206;16;95
Resource 2,134;11;72;180;25;99;4;174;70;147;204;138;21;103;40;122;47;37;118;56;46
Resource 3,61;2;38;190;142;33;149;5;205;141;196;133;199;6;14;71;173;54;30;192;10
Resource 4,194;189;177;121;18;65;123;109;13;143;102;131;167;198;119;127;84;28;159;44;114
Resource 5,128;31;9;59;191;185;17;197;83;203;108;57;107;150;130;146;22;112;152;184;135
Resource 6,120;162;75;64;175;42;92;66;63;85;104;164;23;94;193;26;29;148;110;202;12
Resource 7,181;41;145;139;90;74;45;98;200;80;136;19;62;153;97;182;179;50;89;52
Resource 8,96;3;101;158;32;93;55;154;15;88;151;188;155;113;86;67;24;168;8;132
Resource 9,172;35;160;183;58;170;157;116;78;48;169;195;129;1;171;125;39;156;20;166
